S29199300001|11/20/2015|2539|Hy-Vee Food Store / iowa Falls|HIGHWAY 65 SOUTH|IOWA FALLS|50126|"HIGHWAY 65 SOUTH
IOWA FALLS 50126
"|42|Hardin|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|12|$325.68|9.00|2.38
S29197300002|11/21/2015|3443|Super Saver Iv|1141 N BROADWAY|COUNCIL BLUFFS|51503|"1141 N BROADWAY
COUNCIL BLUFFS 51503
(41.270824, -95.836515)"|78|Pottawattamie|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S28868900001|11/10/2015|2661|Hy-Vee Food Store / Sheldon|1989 PARK ST|SHELDON|51201|"1989 PARK ST
SHELDON 51201
(43.186038, -95.831721)"|71|O'Brien|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S29197500002|11/20/2015|3525|Wines and Spirits|106 W 2ND ST|WASHINGTON|52353|"106 W 2ND ST
WASHINGTON 52353
(41.300399, -91.692213)"|92|Washington|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S29049300001|11/19/2015|2567|Hy-Vee Drugstore / Davenport|2200 WEST KIMBERLY|DAVENPORT|52806|"2200 WEST KIMBERLY
DAVENPORT 52806
(41.560151, -90.608199)"|82|Scott|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|6|$57.60|0.90|0.24
S29196200002|11/20/2015|2591|Hy-Vee Wine and Spirits / Atlantic|1602 E. 7TH ST.|ATLANTIC|50022|"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)"|15|Cass|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|24|$651.36|18.00|4.76
S29137200001|11/18/2015|2566|Hy-Vee Food Store / Knoxville|813 N LINCOLN STE 1|KNOXVILLE|50138|"813 N LINCOLN STE 1
KNOXVILLE 50138
(41.325428, -93.109494)"|63|Marion|1701100|DECANTERS & SPECIALTY PACKAGES|962|Duggan's Distillers Products Corp|238|Forbidden Secret Coffee Pack|6|1500|$11.62|$17.43|12|$209.16|18.00|4.76
S29199400001|11/21/2015|2544|Hy-Vee Food Store / Marshalltown|802 SOUTH CENTER|MARSHALLTOWN|50158|"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)"|64|Marshall|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S29161800004|11/18/2015|2622|Hy-Vee Food Store / Iowa City|1125 N DODGE ST|IOWA CITY|52240|"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)"|52|Johnson|1081200|CREAM LIQUEURS|305|MHW Ltd|258|"Rumchata ""GoChatas"""|1|6000|$99.00|$148.50|1|$148.50|6.00|1.59
S29082800001|11/16/2015|2573|Hy-Vee Food Store / Muscatine|2400 2ND AVE|MUSCATINE|52761|"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)"|70|Muscatine|1081200|CREAM LIQUEURS|305|MHW Ltd|258|"Rumchata ""GoChatas"""|1|6000|$99.00|$148.50|1|$148.50|6.00|1.59
S29198200002|11/21/2015|4311|Fareway Stores #508 / Fort Dodge|1231  1ST AVE S|FORT DODGE|50501|"1231 1ST AVE S
FORT DODGE 50501
(42.505112, -94.181826)"|94|Webster|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|2|$54.28|1.50|0.40
S28869900001|11/09/2015|5001|The Music Station / Independence|709 FIRST ST W|INDEPENDENCE|50644|"709 FIRST ST W
INDEPENDENCE 50644
(42.468636, -91.901538)"|10|Buchanan|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S29331500076|11/30/2015|4152|Food Land Super Markets / Missouri V|407 W HURON|MISSOURI VALLEY|51555|"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)"|43|Harrison|1701100|DECANTERS & SPECIALTY PACKAGES|65|Jim Beam Brands|173|Laphroaig w/ Whiskey Stones|12|750|$19.58|$29.37|1|$29.37|0.75|0.20
S28868500001|11/12/2015|2627|Hy-Vee Wine and Spirits #1|3424 MARTIN LUTHER KING JR PKW|DES MOINES|50310|"3424 MARTIN LUTHER KING JR PKW
DES MOINES 50310
(41.626402, -93.651112)"|77|Polk|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|2|$106.68|3.50|0.92
S28867900001|11/09/2015|2538|Hy-Vee Food Store #3 / Waterloo|1422 FLAMMANG DR|WATERLOO|50702|"1422 FLAMMANG DR
WATERLOO 50702
(42.459938, -92.327917)"|07|Black Hawk|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S29198900001|11/21/2015|2353|Cresco Liquor Store|708 2ND AVE SE|CRESCO|52136|"708 2ND AVE SE
CRESCO 52136
(43.371131, -92.106504)"|45|Howard|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|24|$651.36|18.00|4.76
S29198000002|11/21/2015|3942|Twin Town Liquor|104 HIGHWAY 30 WEST|TOLEDO|52342|"104 HIGHWAY 30 WEST
TOLEDO 52342
(41.985887, -92.579244)"|86|Tama|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S28869400001|11/04/2015|3842|Bancroft Liquor Store|107 N PORTLAND ST PO BX 222|BANCROFT|50517|"107 N PORTLAND ST PO BX 222
BANCROFT 50517
(43.29355, -94.218)"|55|Kossuth|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S29216200002|11/20/2015|2573|Hy-Vee Food Store / Muscatine|2400 2ND AVE|MUSCATINE|52761|"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)"|70|Muscatine|1081200|CREAM LIQUEURS|305|MHW Ltd|258|"Rumchata ""GoChatas"""|1|6000|$99.00|$148.50|2|$297.00|12.00|3.17
S29196900002|11/20/2015|2648|Hy-Vee #4 / WDM|555 S 51ST ST|WEST DES MOINES|50265|"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)"|77|Polk|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|48|$1302.72|36.00|9.51
S28869800001|11/11/2015|4947|The Music Station|1420 W FIRST ST|CEDAR FALLS|50647|"1420 W FIRST ST
CEDAR FALLS 50647
(42.53783, -92.462227)"|07|Black Hawk|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S29199500001|11/20/2015|2555|Hy-Vee Food Store / Keokuk|3111 MAIN|KEOKUK|52632|"3111 MAIN
KEOKUK 52632
(40.414975, -91.403338)"|56|Lee|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S28867400001|11/10/2015|2205|Ding's Honk And Holler|900 E WASHINGTON|CLARINDA|51632|"900 E WASHINGTON
CLARINDA 51632
(40.739238, -95.02756)"|73|Page|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|1|$53.34|1.75|0.46
S29199200001|11/20/2015|2521|Hy-Vee Food and Drug / Grand / WDM|1990 GRAND AVENUE|WEST DES MOINES|50265|"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)"|77|Polk|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|24|$651.36|18.00|4.76
S29195900002|11/21/2015|2556|Hy-Vee Wine and Spirits / Esthervill|2608 E. CENTRAL AVENUE|ESTHERVILLE|51334|"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
"|32|Emmet|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|12|$325.68|9.00|2.38
S28867200001|11/05/2015|4881|Sperry One Stop Shop LLC|516 HWY 141|COON RAPIDS|50058|"516 HWY 141
COON RAPIDS 50058
"|14|Carroll|1701100|DECANTERS & SPECIALTY PACKAGES|962|Duggan's Distillers Products Corp|238|Forbidden Secret Coffee Pack|6|1500|$11.62|$17.43|1|$17.43|1.50|0.40
S29049000001|11/17/2015|2205|Ding's Honk And Holler|900 E WASHINGTON|CLARINDA|51632|"900 E WASHINGTON
CLARINDA 51632
(40.739238, -95.02756)"|73|Page|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|6|$57.60|0.90|0.24
S29176100012|11/19/2015|2548|Hy-Vee Food Store / Altoona|100 8TH STREET SW|ALTOONA|50009|"100 8TH STREET SW
ALTOONA 50009
(41.644041, -93.465301)"|77|Polk|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S29199000001|11/23/2015|2501|Hy-vee  #2 / Ames|640 LINCOLNWAY|AMES|50010|"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)"|85|Story|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|24|$651.36|18.00|4.76
S29049400001|11/18/2015|2572|Hy-Vee Food Store / Cedar Falls|6301 UNIVERSITY|CEDAR FALLS|50613|"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)"|07|Black Hawk|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|20|$192.00|3.00|0.79
S29197600002|11/20/2015|3549|Quicker Liquor Store|1414 48TH ST|FORT MADISON|52627|"1414 48TH ST
FORT MADISON 52627
(40.624226, -91.373211)"|56|Lee|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|12|$325.68|9.00|2.38
S28868300001|11/05/2015|2571|Hy-Vee Food Store #2 / Waterloo|2181 LOGAN AVE|WATERLOO|50703|"2181 LOGAN AVE
WATERLOO 50703
(42.530476, -92.337583)"|07|Black Hawk|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|2|$106.68|3.50|0.92
S29048900001|11/16/2015|2191|Keokuk Spirits|1013 MAIN|KEOKUK|52632|"1013 MAIN
KEOKUK 52632
(40.39978, -91.387531)"|56|Lee|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|1|$9.60|0.15|0.04
S28867800001|11/04/2015|2536|HY-VEE / PLEASANT HILL|4815 MAPLE DRIVE|PLEASANT HILL|50317|"4815 MAPLE DRIVE
PLEASANT HILL 50317
"|77|Polk|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|2|$106.68|3.50|0.92
S29195700002|11/20/2015|2538|Hy-Vee Food Store #3 / Waterloo|1422 FLAMMANG DR|WATERLOO|50702|"1422 FLAMMANG DR
WATERLOO 50702
(42.459938, -92.327917)"|07|Black Hawk|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|24|$651.36|18.00|4.76
S28868800001|11/09/2015|2653|Hy-Vee Wine and Spirits / Washington|1004 W MADISON ST|WASHINGTON|52353|"1004 W MADISON ST
WASHINGTON 52353
(41.296576, -91.704551)"|92|Washington|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S29196000002|11/23/2015|2572|Hy-Vee Food Store / Cedar Falls|6301 UNIVERSITY|CEDAR FALLS|50613|"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)"|07|Black Hawk|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|60|$1628.40|45.00|11.89
S29050200001|11/17/2015|3514|Karen's Spirits and Wine|328  2ND AVE S|FORT DODGE|50501|"328 2ND AVE S
FORT DODGE 50501
(42.502231, -94.193195)"|94|Webster|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|4|$38.40|0.60|0.16
S29050700001|11/18/2015|3842|Bancroft Liquor Store|107 N PORTLAND ST PO BX 222|BANCROFT|50517|"107 N PORTLAND ST PO BX 222
BANCROFT 50517
(43.29355, -94.218)"|55|Kossuth|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|10|$96.00|1.50|0.40
