010525386|BLUE KNIGHTS||PO BOX 12462-2462|GRAND FORKS|ND|58208-0000|0000|10|3|1000|201301|2|00|000000000|1|01|201612|0|0|02|0|12|0|0|0|Y42|NDI
010532058|SIETAR USA||PO BOX 578|WESTMONT|IL|60559-0578|0000|03|3|2000|200205|1|16|000000000|1|01|201512|4|4|01|0|12|179342|143674|128674|Q20|
010539770|NEXT GENERATION FOUNDATION|% CHANTAL DUKETTE|1238 ALGONQUIN RD|CROWNSVILLE|MD|21032-2100|0000|03|3|1000|200108|1|04|000000000|1|01|201612|6|2|00|1|12|4020165|11934||T12|
010546460|AMERICAN NURSES ASSOCIATION-MAINE|% TAMI WHITFIELD|8515 GEORGIA AVENUE 4TH FLOOR|SILVER SPRING|MD|20910-3403|0000|03|3|2000|200201|1|16|000000000|1|01|201512|3|3|01|0|12|85459|59070|59070|B60|
010547598|ZETA TAU ALPHA FRATERNITY|% SANDRA DUNHAM|3450 FOUNDERS RD|INDIANAPOLIS|IN|46268-1334|0406|07|9|1000|194105|2|00|000000000|5|01||0|0|02|0|07|||||MAINE
010547837|PHI BETA KAPPA SOCIETY|% MAINE ASSOCIATION - PBK SOCIETY|1606 NEW HAMPSHIRE AVE NW|WASHINGTON|DC|20009-2512|1130|03|9|2000|195106|1|16|059000000|5|01|201607|0|0|02|0|07|0|0|0||MAINE ASSOCIATION
010547918|MAIN STREET MOBILE TREATMENT ASSOCIATES INC||825 QUEENS PARK DR|OWINGS MILLS|MD|21117-2251|0000|03|3|1000|200208|1|16|000000000|1|01|201506|4|6|01|0|06|286280|2372876|2372876|F70|
010547931|LUPIENT FOUNDATION|% RONALD F PIPPEN|7100 WAYZATA BLVD SUITE 200|MINNEAPOLIS|MN|55426-1616|0000|03|3|1000|200206|1|04|000000000|1|01|201512|1|1|00|1|12|606|1||T22|
010548049|WILLIAM & JEANNE WALSH SCHOLARSHIP FUND INC|% COLLEEN WALSH|1900 HAMILTON ST UNIT C11|PHILADELPHIA|PA|19130-4074|0000|03|3|1200|200302|1|04|000000000|1|01|201703|3|1|00|1|03|74427|8238||B82|
010548389|ST LOUIS PARK FOOTBALL ASSOCIATION|% JENNIFER DONAHUE|3700 MONTEREY DR|ST LOUIS PARK|MN|55416-4902|0000|03|3|1000|200206|1|16|000000000|1|01|201512|2|3|01|0|12|13874|71213|71213|O50|
010548529|UNITED HANGARS INC|% DAVID RECH|2561 CRESTLINE DR|WHITE BEAR LK|MN|55110-5604|0000|07|3|1000|200204|2|00|000000000|1|01|201512|0|0|02|0|12|0|0|0|N50|
010548657|KUEHNER BROTHERS FOUNDATION INC|% FOUNDATION SOURCE|FOUNDATION SOURCE 501 SILVERSIDE RD|WILMINGTON|DE|19809-0000|0000|03|3|1000|200303|1|04|000000000|1|01|201612|6|6|00|1|12|1359209|1002879||T20|
010548984|MCMURRAY CHARTIERS CREEK COMMUNITY||237 SLEEPY HOLLOW RD|PITTSBURGH|PA|15216-1713|1588|03|9|7000|196307|1|10|001000000|5|01||0|0|06|0|12|||||
010549002|FAIRFIELD CHILD DEVELOPMENT CENTER|% MARILYN ANDERSON|140 DONALD DR|FAIRFIELD|OH|45014-3005|0000|03|3|1200|200206|1|11|000000000|1|01|201606|4|4|01|0|06|298267|231405|223294|B21|
010549023|THE PHARMACEUTICAL SECURITY INSTITUTE INC|% HUGHES HUBBARD RESNICK|8100 BOONE BLVD STE 200E|VIENNA|VA|22182-2665|0000|06|3|2000|200210|2|00|000000000|1|01|201512|6|6|01|0|12|1856644|1423717|1423717|E03|
010549309|ROBERTS FOUNDATION|% MARGARET GALLAGHER THOMPSON ESQ|COZEN OCONNOR 200 FOUR FALLS NO 400|WEST CONSHOHOCKEN|PA|19428-0000|0000|03|3|1000|200506|1|04|000000000|2|01|201512|6|6|00|1|12|3054847|1093365||T22|
010549451|LITTLE LEAGUE BASEBALL INC|% JEFF VARNEY|932 OLD ECCLES RD|BECKLEY|WV|25801-9405|3158|03|9|1000|196701|1|15|321059000|1|01|201609|2|4|02|0|09|16089|104066|81072|N63|3480414 SOPHIA
010549978|THE PLAN MINISTRIES INC|% CARNAL BRADLEY PASTOR|5611 LANIER AVE|SUITLAND|MD|20746-6216|0000|03|3|1000|200207|1|10|000000000|1|01|201612|1|2|06|0|12|1|18490|18490|X20|
010550223|ASSOCIATION OF FORENSIC QUALITY ASSURANCE MANAGERS|% ALEXIS BROWN|12015 WILLIAM AND MARY CIR|WOODBRIDGE|VA|22192-1634|0000|03|3|1000|200501|1|16|000000000|1|01|201612|4|3|01|0|12|104194|68338|68338|S41|
010550386|SHOREFRONT|% DINO ROBINSON|PO BOX 1894|EVANSTON|IL|60204-1894|0000|03|3|2000|200206|1|15|000000000|1|01|201612|0|0|02|0|12|0|0|0|A23|
010550458|STOCKDALE VOLUNTEER FIRE DEPARTMENT|% S BAGIATIS|316 RAILROAD ST|STOCKDALE|PA|15483-0000|0000|04|3|1000|201202|1|00|000000000|1|01|201312|5|4|01|0|12|678687|249857|249857|M24|
010551398|HIGHLANDS BAND ASSOCIATION INC|% DAWNA HAUPT|PO BOX 75029|FORT THOMAS|KY|41075-0029|0000|03|3|1200|200203|1|16|000000000|1|01|201605|0|0|02|0|05|0|0|0|N60|
010551546|FAITHWORKS INC|% BOB BOULTER|26 W BOSCAWEN ST A-201 STE A201|WINCHESTER|VA|22601-4739|0000|03|3|1000|200206|1|15|000000000|1|01|201512|4|3|01|0|12|348349|65492|65492|L122|
010551639|REVELATION KNOWLEDGE CHRISTIAN CHURCH|% PASTOR YVETTE W ROSS|1108 5TH ST NW|WASHINGTON|DC|20001-3606|0000|03|3|7000|200302|1|10|000000000|1|01||0|0|06|0|12||||X21|
010551686|JOE AND MISSY WALSH FOUNDATION|% JOSEPH WALSH|11600 PARTRIDGE RUN LN|POTOMAC|MD|20854-1218|0000|03|3|1000|200205|1|04|000000000|1|01|201512|5|4|00|1|12|841731|163096||T90|
010551710|DOWNERS GROVE JR WOMANS CLUB CHARITY FUND INC|% KHRISTINE BURZYNSKI|PO BOX 344|DOWNERS GROVE|IL|60515-0344|0000|03|3|2000|200206|1|16|000000000|1|01|201605|0|0|02|0|05|0|0|0|B82|
010551722|LIVING HOPE||24550 TERRITORIAL RD|ROGERS|MN|55374-9592|2273|03|9|7000|200209|1|10|000000000|1|01||0|0|06|0|12||||X21|
010551997|J FOUNDATION INC|% JAMES PANETTA|1234 WRIGHTS LN|WEST CHESTER|PA|19380-4252|0000|03|3|1000|200206|1|16|000000000|1|01|201512|2|3|02|0|12|20240|43985|38733|T20|
010552134|COLUMBIA HEIGHTS PUBLIC LIBRARY FOUNDATION|% SHARON SHEDLOV|820 40TH AVE NE|COLUMBIA HTS|MN|55421-2903|0000|03|3|1000|200205|1|15|000000000|1|01|201612|5|4|01|0|12|845653|241146|43819|B11|
010552288|FG FOUNDATION|% COLUMBUS FOUNDATION|1234 E BROAD ST|COLUMBUS|OH|43205-1405|0000|03|3|1000|200207|1|17|000000000|1|01|201612|7|4|01|0|12|5874354|419742|419742|T20|
010552493|DELIVERANCE TEMPLE OF GOD MINISTRY INC|% ELDER RONNIE L HARRIS|2499 D HIGHWAY 117 SOUTH|GOLDSBORO|NC|27530-0000|0000|03|3|1700|200402|1|10|000000000|1|01||0|0|06|0|12||||X21|
010552565|PATAPSCO VALLEY COMMUNITY CHURCH||PO BOX 797|CROWNSVILLE|MD|21032-0797|1601|03|9|7000|196310|1|10|029002000|5|01||0|0|06|0|12|||||
010552610|NATIONAL TRIBAL CHILDS SUPPORT ASSOCIATION|% LISA SCHWARTZ|PO BOX 12556|GREEN BAY|WI|54307-2556|0000|04|3|1000|201305|2|00|000000000|1|01|201508|4|4|01|0|08|211740|102273|102273|I72|
010552691|FULCRUM POINT NEW MUSIC PROJECT|% S BURNS|73 W MONROE ST|CHICAGO|IL|60603-4910|0000|03|3|1000|200203|1|15|000000000|1|01|201512|3|4|01|0|12|41486|359539|359539|A68|
010552737|COVENANT MERCIES|% DOUGLAS J HAYES|1 FELLOWSHIP RD|GLEN MILLS|PA|19342-2279|0000|03|3|7120|200208|1|15|000000000|1|01||0|0|13|0|08||||P80|
010552793|LATINAS UNIDAS POR UN NUEVO AMANECER||100 E EUCLID AVE STE 153|DES MOINES|IA|50313-4534|0000|03|3|1000|200208|1|15|000000000|1|01|201606|4|5|01|0|06|122029|608963|608963|P43|LATINAS UNITED FOR A NEW DAWN
010552914|SOUTHWESTERN HEALTH SYSTEM INC||3990 E US HWY 64 ALT|MURPHY|NC|28906-0000|0000|03|3|1000|200502|1|17|000000000|1|01|201606|1|0|02|0|06|1|0|0|E19|
010552985|PALMETTO INNOCENCE PROJECT|% JOSEPH M MCCULLOCH|PO BOX 11623|COLUMBIA|SC|29211-1623|0000|03|3|1200|200202|1|16|000000000|1|01|201612|0|0|02|0|12|0|0|0|I80|
010553265|LIGHTHOUSE CHRISTIAN MINISTRIES|% REGINA J WOOTEN|602 LINDSEY ST STE 100|REIDSVILLE|NC|27320-3614|0000|03|3|7120|200309|1|10|000000000|1|01||0|0|06|0|11||||X212|
010553362|NATIONAL WILD TURKEY FEDERATION INC|% ELLEN M LINTAL|770 AUGUSTA RD|EDGEFIELD|SC|29824-1573|8632|03|9|2000|199302|0|16|350000000|1|01||0|0|02|0|08|||||HIGHLAND LAKES CHAPTER TX
010553420|NATIONAL WILD TURKEY FEDERATION INC|% BEVERLY QUARLES|PO BOX 530|EDGEFIELD|SC|29824-0530|8632|03|9|2000|199302|0|16|350000000|1|01||0|0|02|0|08|||||MID-CITIES THUNDER GOBBLERS TX
010553527|ALLIANCE OF DIVINE LOVE INC|% REV SANDRA TRIPONEY|PO BOX 6384|GREENVILLE|SC|29606-6384|3054|03|9|7000|197702|1|10|001000000|5|01||0|0|06|0|12|||||1281
010553641|SOUTH CAROLINA UNITED METHODIST CAMPS AND RETREAT MINISTRIES||5 CENTURY DR STE 250|GREENVILLE|SC|29607-1572|2573|03|9|7100|197410|1|10|001919000|5|01|201512|6|6|06|0|12|4589115|1161989|1157625||
010553856|BACK TO LIFE ECCLESIASTIC CHURCH OF GOD|% JACQUELINE PATRICIA SELLERS|PO BOX 212|HAMER|SC|29547-0212|0000|03|3|7000|201410|1|10|000000000|1|01||0|0|06|0|12||||X21|
010554223|POTTERS CHRISTIAN LIFE MINISTRIES|% GREGORY A FORMEY|PO BOX 21685|COLUMBIA|SC|29221-1685|0000|03|3|7000|200501|1|10|000000000|1|01||0|0|06|0|12||||X21|
010554275|CCCP COMMUNITY TRUST|% ROBERT KRUMBINE|200 S TRYON ST STE 1600|CHARLOTTE|NC|28202-0064|0000|03|3|1200|200210|1|15|000000000|1|01|201606|6|6|01|0|06|1991350|1120602|1120602|A60|
010554374|PENINSULA COMMUNITY FOUNDATION|% PETER GALLOWAY|19101 PENINSULA CLUB DR|CORNELIUS|NC|28031-5123|0000|03|3|1000|200201|1|15|000000000|1|01|201612|4|4|01|0|12|142820|212622|98262|T31|
010554421|STRIKE PERCUSSION ENSEMBLE||6868 ROSECREST DR SE|CALEDONIA|MI|49316-9073|0000|03|3|2000|201704|1|15|000000000|1|01|201512|3|2|02|0|12|90907|20549|20549|B11|
010554700|PEACE CORPS FOUNDATION|% BONNIE GOTTLIEB|3601 CONNECTICUT AVE NW APT 504|WASHINGTON|DC|20008-2465|0000|03|3|1200|200202|1|15|000000000|1|01|201612|4|4|01|0|12|122225|115054|115054|A80|
010554843|JEFFERSON COUNTY SEARCH DOG ASSOCIATION|% HOLLY HATFIELD|8004 SMYRNA PKWY|LOUISVILLE|KY|40228-1808|0000|03|3|1200|200204|1|15|000000000|1|01|201612|0|0|02|0|12|0|0|0|P80|
010554985|UNVEILING GLORY IN WORSHIP MINISTRY INC|% FREDERICK R BEST|873 W STAR ST|GREENVILLE|NC|27834-0845|0000|03|3|7000|200308|1|10|000000000|1|01||0|0|06|0|12||||X20|
010555559|ECS MINISTRIES|% RICK VOLGARINO|PO BOX 1028|DUBUQUE|IA|52004-1028|0000|03|3|2700|200212|1|16|000000000|1|01|201606|6|6|01|0|06|2709498|1527663|1300183|X83|
010555950|IOWA PRESBYTERY|% REV LARRY DOUGHAN|605 10TH ST|GRUNDY CENTER|IA|50638-1247|8534|03|9|7000|197404|1|10|001000000|1|01||0|0|06|0|12|||||
010556591|CHURCH OF THE FOUNDATION|% VICTOR THOMPSON|PO BOX 1496|INDIAN TRAIL|NC|28079-1496|0000|03|3|7000|200501|1|10|000000000|1|01|201312|0|0|06|0|12|0|0|0|X21|
010556625|MAAK FOUNDATION|% FRIEDMAN & HUEY ASSOC LLP|LOCAL|HOMEWOOD|IL|60430-0000|0000|03|3|1000|200202|1|04|000000000|1|01|201606|5|5|00|1|06|815461|534979||T22|
010556920|WINTERSET GIRLS FASTPITCH INC|% JEFF OLSON|1500 W WASHINGTON ST|WINTERSET|IA|50273-1750|0000|03|3|1000|200205|1|15|000000000|1|01|201512|0|0|02|0|12|0|0|0|O50|
010557030|LINDSAY FAMILY FOUNDATION||PO BOX 634|MILWAUKEE|WI|53201-0634|0000|03|3|1000|200202|1|04|000000000|1|01|201612|4|3|00|1|12|335389|42293||T21|LINDSAY JEAN M TTEE
010557037|SHARE AND CARE COCKAYNE SYNDROME NETWORK INC||PO BOX 282|WATERFORD|VA|20197-0282|0000|03|3|1000|200205|1|15|000000000|1|01|201512|3|4|01|0|12|72012|213378|161040|G20|
010557108|BATH-HIGHLAND COUNTY VOLUNTEER FIRE DEPARTMENT|% JUDITH A DAVIS|PO BOX 102|WILLIAMSVILLE|VA|24487-0102|0000|03|3|1000|200205|1|15|000000000|1|01|201612|5|3|01|0|12|674982|97164|97164|M24|
010557144|AUGUSTA ART GUILD|% PRESIDENT|116 MAIN ST|AUGUSTA|KY|41002-1035|0000|03|3|1000|201407|1|16|000000000|1|01|201410|0|0|02|0|10|0|0|0|A40|
010557195|FRIENDS OF LUCAS COUNTY CHILDREN SERVICES|% CLARE ARMBRUSTER|PO BOX 441|MAUMEE|OH|43537-0441|0000|03|3|1000|200203|1|15|000000000|1|01|201605|0|0|02|0|05|0|0|0|P80|
010557303|GREATER ROCHELLE AREA CHRISTIAN EDUCATORS|% DENEEN DALE|18442 E TWOMBLY RD|ROCHELLE|IL|61068-9668|0000|03|3|1200|200508|1|16|000000000|1|01|201606|0|0|02|0|06|0|0|0|B94|
010557352|CHILDRENS FELLOWSHIP OF INDIA INC|%|151 PLUM CREEK RD|NORTH EAST|MD|21901-5346|0000|03|3|1000|200306|1|15|000000000|1|01|201612|5|4|01|0|12|886694|262178|262178|Q33|
010557631|KENTUCKY ALPACA ASSOCIATION INC|%MARTHA SANDERS|970 MOXLEY RD|LIBERTY|KY|42539-8908|0000|05|3|1000|200204|2|00|000000000|1|01|201612|0|0|02|0|12|0|0|0|K26|KY CLASSIC ALPACA SHOW
010557727|NABOB TELECOMMUNICATIONS EDUCATION AND MANAGEMENT FOUNDATION|% JAMES L WINSTON|1201 CONNECTICUT AVE NW STE 200|WASHINGTON|DC|20036-2636|0000|03|3|2100|200205|1|15|000000000|1|01|201612|0|0|02|0|12|0|0|0|S40|
010557881|GRANDIN THEATRE FOUNDATION INC|% EDWARD B WALKER|1310 GRANDIN RD SW|ROANOKE|VA|24015-2316|0000|03|3|2000|200206|1|15|000000000|1|01|201512|6|5|01|0|12|1237976|843095|773094|A80|
010558086|VICTORY NEW TESTAMENT FELLOWSHIP INTERNATIONAL|% DAVID WASSON|PO BOX 753|PORTAGE|IN|46368-0753|3914|03|9|7000|200211|0|10|000000000|1|01|201612|0|0|06|0|12|0|0|0|X20|MISSIONS UNLIMITED INTERNATIONAL
010558146|CATHOLIC DAUGHTERS OF THE AMERICAS||1412 FIR RD|PANAMA|IA|51562-6401|0928|03|9|1700|194603|1|10|031150120|5|01||0|0|13|0|07|||||2498 COURT ST MARIA GORETTI
010558182|JCPE INVESTMENTS N F P|% JOHN G SAHN|2724 W RESERVOIR BLVD|PEORIA|IL|61615-4137|0000|02|3|1000|200206|2|00|000000000|1|01|201603|9|8|01|0|03|62199087|29038460|530623|S47|
010559171|COMMUNITY PARTNERS OF SHAWNEE MENTAL HEALTH CENTER INC|% CYNTHIA L HOLSTEIN|901 WASHINGTON ST|PORTSMOUTH|OH|45662-3944|0000|03|3|1200|200205|1|15|000000000|1|01|201606|4|1|02|0|06|154859|5908|5908|F01|
010559205|OZAUKEE COUNTY CIRCLE OF FRIENDS|% REBECCA GLAMM|W72N383 CEDAR POINTE AVE|CEDARBURG|WI|53012-2243|0000|03|3|1000|201305|1|16|000000000|5|01|201512|0|0|02|0|12|0|0|0|F60|
010559354|GREATER METROPOLITAN RESTORATION CENTER|% RALPH GRAVES|900 16TH ST|GREENSBORO|NC|27405-4810|0000|03|3|7000|200212|1|10|000000000|1|01||0|0|06|0|12||||X20|
010559608|ALLIED MEDIA PROJECTS INC|% MIKE HEDOW|4126 3RD ST|DETROIT|MI|48201-1612|0000|03|3|1000|200207|1|15|000000000|1|01|201512|6|6|01|0|12|1455236|2278845|2278161|A02|
010559652|JAZZ COMPOSERS ALLIANCE INC|% PHILIP ASHBY ANDERSON|PO BOX 15042|RICHMOND|VA|23227-0442|0000|03|3|1000|200404|1|15|000000000|1|01|201606|0|0|02|0|06|0|0|0|A68|
010560022|MAAVIVA - THE INSTITUTE FOR INTERCONNECTEDNESS INC|% DANA BURNS|N9565 TAMARACK RD|EAGLE|WI|53119-1917|0000|03|3|2000|200206|1|15|000000000|1|01|201612|0|0|02|0|12|0|0|0|D50|BURNS DENA
010560081|NATIONAL NURSE-LED CARE CONSORTIUM||1500 MARKET ST-CENTRE SQUARE EAST|PHILADELPHIA|PA|19102-0000|0000|03|3|1200|200210|1|15|000000000|1|01|201606|7|8|01|0|06|6093143|10936820|10936820|E02|NATIONAL NURSING CENTERS CONSORTIUM
010560106|KEYSTONE MOTHERS OF TWINS CLUB INC|% LISA STROHL|PO BOX 291|NEW CUMBERLND|PA|17070-0291|0000|03|3|1200|200312|1|16|000000000|1|01|201605|3|3|01|0|05|38496|92543|29672|P40|KEYSTON MOTHERS OF MULTIPLES
010560112|METROPOLITAN SCHOOL OF THE ARTS|% METR|5775 BARCLAY DR STE 4|ALEXANDRIA|VA|22315-5710|0000|03|3|2000|200901|1|15|000000000|1|01|201606|5|6|01|0|06|640433|3461208|3461208|A60|
010560556|ELMWOOD WESLEYAN CHURCH||309 LINDEN ST|CINCINNATI|OH|45216-2316|2079|03|9|7200|197005|1|10|601030000|5|01||0|0|06|0|12|||||
