21|2|Sounds very creepy indeed. But we just can&#8217;t portend what will and won&#8217;t work in social so i guess we&#8217;ll have to wait and watch whether users can stomach this.|Shailesh Banta|2010-04-01|1
22|2|Good one =)|Tien Nguyen|2010-04-01|1
23|2|Um&#8230;.isn&#8217;t it a little late for an april fools joke?  Please tell me this is a joke guys&#8230;|Adriel|2010-04-01|1
24|2|April Fooools!|Cory Liu|2010-04-01|1
25|2|APRA FOOOOO!!!|Haung Chen|2010-04-01|1
26|2|Nice one but I think a better facebook joke this year would be an article about how they&#8217;re going back to their roots of being a real &#8220;Face book&#8221; that colleges give out, using that as their monetization strategy by employing an army of kids on newspaper routes delivering your personalized newsfeed every morning to your driveway in black and white for the bargain basement price of just $1 / day or $3.99 for the sunday edition.|josh|2010-04-01|1
27|2|Facebook= Pedophiles + Stalkers&#8230;. Lamebook FTWThere going to go down sometime|Googlism|2010-04-01|1
28|2|Please tell me this is an April Fools&#8217; joke&#8230;then again, if it&#8217;s not it might be kind of interesting&#8230;|bassitone|2010-04-01|1
29|2|And the day of Internet Asshattery continues|Eric Marcoullier|2010-04-01|1
30|2|April fools???????????????????????????????????????|Ellen|2010-04-01|1
31|2|I wish!|Cory Watilo|2010-04-01|1
32|2|@Cory,God I hope so. Although, the way Facebook has been headed, I&#8217;m not so sure. Let&#8217;s hope.|Joshua Guffey|2010-04-01|1
33|2|Had me going up until the &#8220;Bases,&#8221; then I realized this was an April Fools joke. Good one, TechCrunch.|The Universal Guru|2010-04-01|1
34|2|I was totally buying it until the baseball diamond In a less creepy way, they could clearly make a bunch of money by launching a dating service though.|elvin|2010-04-01|1
35|2|Take a look at the &#8220;You Might Be Interested In&#8221; column on the second screenshot. The last option says &#8220;Jessie Sparxx Accepts Credit Cards. Affordable and discreet.&#8221; That sounds to me like prostitution? Does anyone else find that a little strange?|PhpMyCoder|2010-04-01|1
36|2|Yeah&#8230;and I just realized that was an April fools joke! I&#8217;m really gullible (Google had me with that TiSP thing for the first few paragraphs)! Still poor taste, though.|PhpMyCoder|2010-04-01|1
37|2|April Fools ended 26 minutes before you posted this.|martin|2010-04-01|1
38|2|Wether or not this is April 1st Joke The idea of semantic search for dynamically finding and arranging relationships based our previous / current  relations is really dirty sweet and my thing in Lifetime Studios as well.The Question is are they good in this?Dynamic, Semantic Search, Relevance, Project Marketing, 2011, Lifetime Scope Journal (LSJ), Next Generation Social Media, Social Media 2.Lifetime Scope Journal (LSJ). The Leading Finnish Internet Brand since 1989.|Risto Anton Päärni|2010-04-01|1
39|2|Trying to pull a fast one while people are sleepy. Gotcha! In my timezone,April Fools is officially over. But nice try on the late evening story.|Josh Armstrong|2010-04-01|1
40|2|seems like an april fools joke, although i wouldnt be suprised if facebook did something like this &#8211; it does lack dating imo.   Can anyone confirm this is in fact a prank?|anthony|2010-04-01|1
41|2|:eye roll: In some countries, anybody who tries to pull an April Fool&#8217;s prank after noon is the real fool. This is a perfect example of why that tradition should be universal.|K3|2010-04-01|1
42|2|47 minutes left!|Michael Arrington|2010-04-01|1
43|2|Well done.  Best one on the site today.You started slow, with an interesting and believable topic, then stretched it until we knew we were burned.|The John|2010-04-02|1
44|2|Google Reader says this was posted 4 hours ago, so by my reckoning about 0500 UTC on April 2nd. How can that possibly be before noon on april fools day anywhere in the world?|Martin|2010-04-02|1
45|11|I wonder if calling for / inciting others to circumvent digital protection violates the DMCA?|Arvin Pinchot|2010-04-01|1
46|11|Sure hope so!|Devin Coldewey|2010-04-01|1
47|11|Cool! Maybe you can recommend a good lawyer.|Arvin Pinchot|2010-04-01|1
48|11|I think James Madison has my back.|Devin Coldewey|2010-04-01|1
49|11|Like what?  The HP Slate?  Really?Before you all complain about everything you think you need that Apple wont let you have, maybe you should look at what is out or coming for this device.  It has already met a lot of what I really want in a tablet.  Comics, Astronomy Software, VNC client, Netflix, RDP, excellent email client (not like the crap that comes with Android), fun games, drawing software, note taking, and a great web browser. I don&#8217;t need Final Cut Studio or XCode on a tablet (or want it).Thank God the success of this product is not dependent on the approval of us geeks.|yarsrvenge|2010-04-01|1
50|11|ok, i was with you until you said &#8220;not like the crap that comes with android&#8221;. now if you want to clarify and say you meant the IMAP, generic mail client and not the Gmail app, i can jive with that. But if by some craziness you mean the native gmail client&#8211;you&#8217;re insane. the gmail app is by far (and a wide berth at that) the -best- mobile mail app i&#8217;ve ever seen. the fact that they&#8217;ve crammed every feature on the desktop version into something that fits into my pocket AND has a unified inbox is no small feat.otherwise i concur with what you&#8217;re saying. and for disclosure i have a nexus one next to me and an ipad somewhere in hong kong at the moment.|Scot|2010-04-01|1
51|11|Why is it that Android users never complain that the only good IMAP client on the Nexus One is the gMail client?Isn&#8217;t tying your Android to a gMail address just as bad as tying your iPhone to a MobileMe address?  Shouldn&#8217;t any IMAP address work like gMail on Android?|jimmy|2010-04-01|1
52|11|I wouldn&#8217;t say no to final cut or premiere on the iPad. Hell, it might even talk me into buying one.|Dashiell Menard|2010-04-01|1
53|11|It&#8217;s possible the A4 includes additional security features in its SoC that will make disabling the iPhone OS&#8217; kernel security features more difficult. But even if jailbreaking were able to turn the iPad into an Android-like experience, what would be the attraction of running next year&#8217;s Chrome OS, which is nothing more than a browser? Does anyone really want to buy a $500 device just to sit around playing Farmville? And if so, shouldn&#8217;t you hope the iPad can&#8217;t be jailbroken so there is some remaining reason for somebody to buy an actual Chrome OS tablet, or the failed results of the CrunchPad effort, or a Courier or Slate PC? Flash is all they got. Give that to Apple and they can&#8217;t really tout anything.|Daniel Eran Dilger|2010-04-01|1
54|11|If they can get this thing to play DivX, I&#8217;m so buying one. Hope it&#8217;s Jailbroken by next week. :)|Austin|2010-04-01|1
55|11|No-one is forcing you to buy the iPad, Devin. You know the score. It&#8217;s an Apple product that is both innovative and limited. It&#8217;s the Zen that makes Apple what it is: rightly or wrongly.The iPad hits a sweet spot for consumers who want to browse the Web, read books, access their apps and email, and play games. Most are unlikely to miss accessing &#8220;obscure file formats&#8221; or DOS games.The multi-touch capability is the key way to navigate. Apple are unlikely to have ever considered allowing &#8220;multiple wireless controllers&#8221;, which takes away from the simplicity of the device.The iPad is part of the Apple ecosystem and you purchase it on that basis. It is wasteful to lament that you have to download apps and multimedia content via iTunes.Apple is about providing beautiful end-to-end solutions that lead to you accusing the corporation of being a &#8220;control freak&#8221;, but Apple isn&#8217;t interested in accommodating every man and his dog.The idea of running a touch-enabled ChromeOS or other netbook OS is tantalising though. I&#8217;m sure a touch-enabled Mac OS X will find its way into the iPad eventually. Why wouldn&#8217;t it? Apple have to remain competitive and giving fuller functionality will be part of keeping up or ahead of the game as manufacturers release their own versions of iPad.I guess within 4 years we&#8217;ll see Mac OS X or OS XI on the iPad in some form.|Delacroix|2010-04-01|1
56|11|You are free to purchase it on the basis of the Apple ecosystem, and be content with it, as I&#8217;m sure millions will be, but I sure won&#8217;t. I don&#8217;t think I&#8217;m very far afield here in wanting more freedom with the device than Apple chooses to include. Once I&#8217;ve bought it, I&#8217;ll use it however I like, and I look forward to the possibilities.|Devin Coldewey|2010-04-01|1
57|11|I&#8217;m pretty sure if Apple sold the $499 iPad without benefiting from revenue streams related to the sale of applications or accesssories for it, they would be losing money on it.  I think their marketing department determined that $499 was the right price point to get the iPad in the hands of mainstream consumers.  They need this thing to hit mass purchase volume to justify the low cost.  It only make sense they did everything possible to steer us to their iTunes store to spend more money on apps.|Ash|2010-04-01|1
58|11|Not quite, the actual parts are costing Apple $220.http://www.csmonitor.com/Innovation/Horizons/2010/0210/iPad-parts-cost-219-iSuppli-posits-strengthening-case-for-price-dropThey&#8217;re not in the business of selling loss leaders. They&#8217;re going to make money off selling you the device, then make even more money off of selling you content.|Jason Harris|2010-04-01|1
59|11|I guarantee that it takes less time to jailbreak it than it will take to write the article detailing the process.|Christopher Masiello|2010-04-01|1
60|11|Undoubtedly!|Cin|2010-04-02|1
61|11|I&#8217;d be interested in a poker application, like Full Tilt on the iPad. How great of an app would that be?|BigD|2010-04-01|1
62|11|the iPhone dev crew will have it jailbroken in under a week. 3G version will be broken slightly after that. guys are one step ahead of apple on that stuff|david amodt|2010-04-01|1
63|11|in the words of the iPhone dev crewIt is the plan of the iPhone DevTeam to target this device as soon as it is released.|david amodt|2010-04-01|1
64|11|Beautifully written.|Jorge Valentin|2010-04-01|1
65|11|How does apple have a chokehold on content? You can say they have a tight grip on the app store but on content? Is it because it does not allow flash? Other than flash you can use the browser to get all the content you want.|Michelle Affington|2010-04-01|1
66|11|The guy whom created Blackra1n.com, George Hotz actually thinks that he has an untethered jailbreak ready for the iPad read here: http://www.tekgoblin.com/2380/news/new-jailbreak-iphone-os-3-1-3-untethered/|Matt Jurek|2010-04-02|1
67|77|Great review!!!Can you please list the camera&#8217;s and model numbers in your blog post.Thanks!!!|Matt Lawson|2010-03-30|1
68|77|my mistake, forgot to put the link in: here.|Devin Coldewey|2010-03-30|1
69|77|what a dumb review.. is this guy on dope.. don&#8217;t know this, don&#8217;t know that..  whatever.. PLEASSSEE get a life dude.. get your $hitt together. If you&#8217;d have taken 2min to prepare what you&#8217;re talking about, do 5min of google searches you&#8217;d come across at least as somewhat competent&#8230;  but as it is you&#8217;re just an idiott&#8230; just blows my mind&#8230;|joojoo|2010-03-31|1
70|77|I like the video review, spcially the &#8216;fishies&#8217;. Was this in NY?|iPad Covers|2010-03-30|1
71|77|nah it was in Seattle, and was Highly Illegal.. Shhhhh :)|toypaj|2010-03-30|1
72|77|It was really only a matter of time until the Flip cam idea was brought to the more adventurous markets. Think about the video that makes the most interesting and engaging content? It is usually something wild. As an enthusiastic backpacker and sailing addict I can certainly see the demand for these types of cameras.Thank you for the review!|Travis|2010-03-30|1
73|77|We&#8217;ve owned Olympus Stylus cameras for a few years, and while the image quality is nowhere near as good as my DSLR (and I would not expect it to be), it is perfect for the backyard pool or at the beach.  They&#8217;ve been dropped, submerged (intentionally and otherwise) and tossed around and have always worked perfectly.  I just picked up a Kodak Playsport ($150 @ Amazon) for the same circumstances and have so far been impressed by the video quality and image stabilization.|Steven Eppinger|2010-03-30|1
74|77|I&#8217;ve recently bought a flip ultra HD (not the mino HD) with the underwater case, I&#8217;ve spent 200 bucks total on that setup and its pretty good, I would&#8217;ve love to see that set up in the review as well.. :(|Martin Repetto|2010-03-30|1
75|77|The Kodak Playsport is the closest I have to that. I&#8217;m a fan of it, and the underwater video is pretty solid. I&#8217;ll have a review tomorrow or you can check back to the roundup at the end of the week. For my money, though, I&#8217;d rather my tech was waterproof to begin with rather than accessorizing.|Devin Coldewey|2010-03-30|1
76|77|These products are great and have come a long way in recent years. I use them for professional work quite often and am always impressed. My favorite is the GoPro because of the option to attach it to a surfboard and helmet and others.|Tim Ryan|2010-03-30|1
77|77|Yeah, I reviewed the ContourHD a while back. Miniaturization and a little rugged housing makes so much possible.|Devin Coldewey|2010-03-30|1
78|77|Devin, you are so weak on testing these &#8216;ruggidized&#8217; cameras.  The true test? Give one of these to my wonderful, sweet, 19 year old teenage daughter who is;The most feared, loathed and hated by iPhones and cameras worldwide- The thrilla and teenage- phonezilla. I believe she is on iPhone #3 in 18 months and 5 camera in 3 yrs.  I ALWAYS buy the Xtended warranty- paid off so many times I lost count. She is careful, responsible but stuff just happens when your a teenager- fell into toilet, slid off hood of car, fell out of pocket while climbing into boat and lastly, fell out of my Bikini (what???)while I was carrying drinks! Oh, stuff just happens|Bill|2010-03-30|1
79|77|Came in here to mention the GoPro HDHero, but was beat to it.  Such a glorious device!|Bronson-Lee|2010-03-30|1
80|77|I&#8217;m pretty sure the playsport is $150, not $200.|techclicker|2010-03-30|1
81|77|yeah, it&#8217;s $150. I meant to put a text popup correcting myself (as I often must do) but forgot. Thanks for reminding me to put something in the post.|Devin Coldewey|2010-03-30|1
82|77|dropping it in water says NOTHING about whether these are suitable for scuba diving.  Remember, 33 feet of water equals an entire atmosphere&#8217;s worth of pressure.  The commonly accepted sport diving limit is almost 4 times that depth, i.e. a total of 5 atmospheres of pressure.  The diving around Seattle&#8217;s pretty great, so find someone who will take them down and test them at their stated limits, OK?|JFS|2010-04-01|1
83|659|This suit does seem to be a little more like extortion than the others. They did break the rules and yelp has the right to remove the content. I&#8217;m gonna have to side with yelp on this one.|Dennis|2010-03-04|1
84|659|Silly Question here, why can&#8217;t Yelp run their website ANY way they want?Why can&#8217;t Yelp remove people if they don&#8217;t advertise, its not like Yelp is the only search engine, I think google is still the largest, plus most people use google maps and search for resto&#8217;s that way.Who really trust Yelp reviews anyway. I trust friends on Facebook more, not some a-hole on yelp.|eTraveler|2010-03-04|1
85|659|Yelp can run any it wants.  But Yelp cannot try to torpedo businesses.  If the business doesn&#8217;t want to advertise with them, and they want to remove the business from it&#8217;s database, thats all good.  But you cannot just remove all the positive reviews and leave the negative ones.  Then it looks like a mafia protection racket.|Brian|2010-03-05|1
86|659|I&#8217;m not an attorney but if they started to do something like that, I&#8217;d imagine it could be interpreted as slander.|George|2010-03-05|1
87|659|I found another copycat http://www.jointbook.com/|Teresa C.|2010-03-05|1
88|659|Actually, etraveler, yelp can remove businesses if they choose but businesses can&#8217;t remove themselves. Any other e-forum out there will investigate and remove libelous reviews but Yelp does not and refuses to do so. And yet the company can not remove themselves from the website and are forced to take other action to seek justified recourse.|Amanda O.|2010-03-18|1
89|659|I would not place my bets on a company in which its strings is being pulled by a bigger network of corporations. Well, anyway.. The reason why they turned their backs to the half a billion offer by G remains a mystery. Details: http://bit.ly/yelp-decline-google-best-worst|corne|2010-03-04|1
90|659|Jeremy, Jeremy&#8230;what a douch&#8230; we all know you run a con game at Yelp&#8230; that&#8217;s why Google ran for the hills after a little due diligence (oh yeah I forgot Yelp turned down the offer&#8230; yeah right!)yelp is all about extortion and charging ridiculous fees to manipulate ratings.Oh, and btw, Jeremy does not run a blog.. he does not allow comments.  and I wonder why?good luck with that.. Yelp Elite:)|Yelp Sucks|2010-03-05|1
91|659|Re: Update: Yelp has reminded us that they’ve explicitly denied that they ever offered preferential treatment in exchange for money.Update&#8230; Jeremy is a liar. How else are the snarky yelps sales kids going to &#8220;convince&#8221; a small business owner to pay $300 dollars and up a month, without a little extortion &#8220;wink&#8221; &#8220;wink&#8221;?|Yelp Sucks|2010-03-09|1
92|659|How many lawsuits did Google get after they bought Youtube? It will be the same if they buy Yelp !!!|Tony C.|2010-03-05|1
93|659|Nothing merit-less about it.  I know personally of one business client that had positive reviews removed after he stopped paying for advertising.  He was very pissed-off.   And it happened immediately after he stopped paying Yelp.|danny007|2010-03-04|1
94|659|I&#8217;d encourage my customers to leave reviews as well.  I don&#8217;t see an issue with that unless they demanded ONLY positive reviews.|yo|2010-03-04|1
95|659|seems like good business to ask people to review, tweet or do a video about there experience|Gebadia Smith|2010-03-04|1
96|659|+110%- I ask all of my clients to do testimonials and tell all their friends.  I reward them as well as word of mouth is most important.Yes, anyone can buy there way onto a site- what if business simply opened a dozen email accounts and posted?  Just like in online gaming- paid &#8216;hords&#8217; go out and post on blogs and promote within various social networks- you can never stop this.I understand Yelp&#8217;s hope that they have unsolicited reviews posted about businesses but 100%? Never.|Dave Hanna|2010-03-05|1
97|659|Also, soliciting reviews in general is good for Yelp.  More users = more reviews = more dominance in the check in game.|Brian|2010-03-05|1
98|659|Did the business client solicit the positive reviews?  Interesting issue.  If Yelp had open comments and you had to pay to remove bad comments, they would seem to have an argument since could say we don&#8217;t touch comments, but if you pay us, will get someone to take care of it for you.Here the complaint is a business solicited comments and Yelp yanked saying its against policy.  They have an argument if they want open unsolicited user generated comments.  Yelp&#8217;s argument is less clear if they only yank solicited comments if business fails to pay.However, although Yelp&#8217;s practice, if true, might make their comments/reviews less useful, not sure amounts to a legal case of extortion.  Should be interesting to see how courts handle.|jb|2010-03-04|1
99|659|Simpley put&#8230; the business had about 11 positive reviews to begin with (I was one of the positive reviewers).  The owner decided to advertise to increase business.  After he stopped, Yelp removed about 9 reviews &#8212; he was left with only 2 positive reviews (zero negative).This could be a case of one or two rogue sales people, but I doubt it.|danny007|2010-03-04|1
100|659|Review sites are a tough thing.  Yelp&#8217;s reputation is everything to them.  Although there hasn&#8217;t been that many reviewers on http://www.baduku.com/, it&#8217;s been interesting to see the slow growth and the opinions coming in.|Patrick Chang|2010-03-04|1
101|659|Point proven- people do what they can to promote their biz including Mr. Chang.Founder of Baduku- bustedhttp://bit.ly/cnf6a3Just went to it and inputted &#8220;yelp&#8221; in search- &#8220;No topics yet&#8221;.it&#8217;s ok, you are part of the crowd source|Dave Hanna|2010-03-05|1
102|659|Talking to a Yelp sales rep was the most unprofessional call with a salesperson I&#8217;ve ever experienced in my life. I don&#8217;t doubt these lawsuits for a second|Ron|2010-03-04|1
103|659|I also know a few businesses who encourage users to post reviews-  good or bad &#8211; on yelp. Driving users to yelp! You would think yelp would love that&#8230;yelp has removed all the reviews! What gives?Not a good practice yelp. I encourage people to use Google reviews, now. I&#8217;ve been burned by yelp too many times and their practices, directint users to read the faq&#8230;. i.e. blaming it on the &#8220;algorithm&#8221;|Victor Caballero|2010-03-04|1
104|659|Sounds like Yelp! has some bad apples wandering around the office, but this suit doesn&#8217;t really have any merit.  This article should note that the spa was never asked for money in exchange for anything.  They simply got a few sales calls, and reviews that they admit were solicited were taken down.  This suit doesn&#8217;t even allege that they were extorted, it points to other people who were alleged to have been extorted.  Doesn&#8217;t make any sense.  Dime store lawyer.|Luke|2010-03-04|1
105|659|If it is true it really is not all that surprising&#8230; Zynga got CEO of the year for scamming users&#8230; no morals online|Gebadia Smith|2010-03-04|1
106|659|Yelp&#8217;s reverting true to form: keep extorting customers, keep denying the facts everyone knows, keep thinking no one&#8217;s going to figure out the scam.The real irony?  They were right on the cusp of taking off BIG.  They were poised to be the inheritor from craigslist, the place everyone knows where to go to find local services.Lots of other companies have been there.  The ones that survived and went on to greatness, made a commitment to deal straight with their customers and users, provide them with quality and an agreement of trust.  Google, Facebook, Woot, eBay, all of them had the same opportunity to scam their users&#8230; and they decided not to.But not Yelp.  They decided they couldn&#8217;t handle that, they had to keep scamming and extorting users for some quick profits.   It&#8217;s 2010 on the internet, folks.  You can&#8217;t keep the scam a secret forever.  Someone with some ethics is going to come along and eat you for lunch.  Everyone knows it.In the meantime?  We know the top recommended results on Yelp are paying the extortion fees for placement.  Check them out, and REFUSE to do business with them, under any circumstances.  Once the word gets around Yelp is extorting their customers, top placement on their site will be the kiss of death.  Make it happen.|RF|2010-03-04|1
107|659|Agreed, however, you can never have 100% virgin pool of comments- life doesn&#8217;t work that way.  We hope society work with the best intentions and I believe by in large, they do.|Dave Hanna|2010-03-05|1
108|659|how can this ever be extortion?in the worst case scenario yelp said, you have broken the rules so we should remove those recomendations.however if you advertise with us, we will overlook the issue.it might not be the most righteous action, but extortion?|will|2010-03-04|1
109|659|Agreed.  It&#8217;s Yelp&#8217;s site.  I think extortion requires unlawful coercion.   Yelp&#8217;s sales folks might have deployed some sleazy coercion, but unclear how its unlawful.   However, still doesn&#8217;t smell right, but that&#8217;s coming from a user&#8217;s perspective.  Makes their reviews a little less compelling.|jb|2010-03-04|1
110|659|Yelp is scum.They lack ethics and have used the down economy to extort SMBs hurting for business.|Guy|2010-03-04|1
111|659|Ethical dilemma:A) business asks customers to tell their friends, comment on yelp, spread the word about their new biz, Yelp removes reviews B) yelp throws yelp elite party at local business with free food/drinks etc.  Leaves follow up positive reviews from those attending.|YL|2010-03-04|1
112|659|100%  spot on.|Neilich|2010-03-05|1
113|659|Also, arent the Yelp stickers that are placed in the windows of these businesses technically solicitations for reviews?  Better take all those reviews down too!|Brian|2010-03-05|1
114|659|There will surely be email trails and system history logs.  The truth will come out.  Threatening a local merchant&#8217;s business unless you &#8220;pay up&#8221; is extortion.  In my opinion, this is worse than having thugs smash the store front window unless you pay cash in hand to the local gang.|James|2010-03-04|1
115|659|You cannot operate a media property that allows bashing of local businesses, then go and try to sell that same business advertising.  Yelp obviously has no comprehension of this.  If they had hired a few decent sales reps from Alt Weekly newspapers, they would have realized this rule immediately.Yelp can&#8217;t win.  If a business has 90% positive reviews, it looks fishy.  If they have 90% negative reviews, it also looks fishy.|Clark|2010-03-04|1
116|659|As a class action attorney that has one pending case in San Diego county, I highly doubt that this is a &#8220;copy cat&#8221; case.  These cases can sometimes take months to prepare.  The fact that this happened within a week of the first filing probably indicates that this one was cooking for a while and the other attorney beat them to the punch.  If I were to make a suggestion to the plaintiff attorneys, they need to aggressively litigate this case in public.  They should leverage social media tools to get the class involved in the fact-collecting process.  It&#8217;s worked well for my case. http://www.classvefusjon.com.|Kevin Thompson|2010-03-04|1
117|659|Yelp is nothing more than a cleverer version of Ripoffreport.com.  Yelp monetizes businesses using dirty tactics.  If Yelp was sincere in their efforts of being a legitimate review site they would allow businesses to encourage their customers to post reviews.  That would only help Yelp grow their business model (as far as number of users and usefulness), BUT it would limit their ability to blackmail business owners out of money.  I&#8217;ll stop short of calling it a scam, but it&#8217;s a business model that certainly lacks integrity and is not sincere in its efforts.  My prediction is that they&#8217;ll change or eventually fail.|DLK|2010-03-04|1
118|659|well stated|Victor Caballero|2010-03-04|1
119|659|Yelp is the internet&#8217;s unwashed, unbleached, doo-doo encrusted butthole.|a business owner|2010-03-04|1
120|659|I don&#8217;t think any laws were broken here.  I can&#8217;t understand how this is equal to extortion.   Under RICO laws I think it will be hard to prove that yelp is some sort of criminal organization.|cease|2010-03-04|1
121|659|The real question here is what sort of divide is there inside Yelp between sales and editorial?If sales people do not have any ability to influence reviews, then the conversation is over.  If the structure of Yelp is such that a rogue salesperson could easily have reviews taken down, then there&#8217;s a real problem &#8212; because whether upper management intends it or not, rogue sales people WILL try this sort of thing.  The problem of salespeople doing and saying whatever they can, contrary to official policy, to make a sale exists at every company.  You just have to put protections and oversight in place to make sure it doesn&#8217;t happen. Did Yelp structure the company so that sales people could not do what&#8217;s being alleged?|Conspiracy Theorist|2010-03-04|1
122|659|I like Yelp and use it often, so nothing against them, but their CEO comes across as a complete dick in his blog posts. The titles alone are dickish, I understand that his company is getting sued, and that has to be  frustrating, but still, dude calm it down and just keep it straightforward without coming across with the attitude.|Greg|2010-03-04|1
123|659|It&#8217;ll be interesting to see what happens with these lawsuits. It&#8217;s a real blow to Yelp&#8217;s credibility if they are true.|Adam Boalt|2010-03-04|1
124|659|This is unfortunate, you might say sickening if true. I have a really hard time believing that the CEO could be dumb enough to pull an extortion stunt like this though. &#8220;You won&#8217;t advertise, ok, we&#8217;ll your reviews..&#8221;  First of all, that sounds like a desperation move, and I can&#8217;t believe this company is desperate.  Secondly, it&#8217;s an amateurish play by the CEO, and sound sort of fictitious.|Golden Twist|2010-03-04|1
125|659|Nice post PR drone.|ThroughTheFog|2010-03-05|1
126|659|Sorry to hear that|ArticlePlaygrnd|2010-03-04|1
127|659|When a business owner on Yelp gets several negative reviews I always recommend that they really read all of them to see if they can find a common thread and use that information to make upgrades to their service.  In this case, Yelp has an opportunity to look to their practices (many of which have been significantly improved) and address the continuous stream of criticism coming from their only source of revenue &#8211; small business.This recent lawsuit is not the last, but the first of a long string in the works.Tonight I met with Luther, the Yelp Biz mouthpiece, and he&#8217;s doing a great job, but not at all educated about the negative experiences many small business have and how it would be easy to fix, if only Yelp would admit that they might need fixing.  But current management is of the &#8220;I stand by my decision, and that&#8217;s final&#8221; kind of guy that could never consider making an apology to a user, even with copious amounts of documentation that prove the user was unfairly treated.  I&#8217;d recommend that Yelp make that their first order of business.  So take a lesson from Bill Clinton, who after the midterm elections told the new Republican congress, &#8220;I hear you America&#8221;.  It&#8217;s time Yelp actually started listening to the small businesses that make Yelp the thriving community that it is.  When they do that, I&#8217;d lay odds their valuation doubles.|Adryenn Ashley|2010-03-04|1
128|659|well said Adryenn!! you read my mind:http://rajsarkar.wordpress.com/2009/12/08/next-big-thing-for-yelp/|Raj Sarkar|2010-03-04|1
129|659|2nd that Adryenn- A business will always solicit for word of mouth- as well they should have the right to advertise alongside this Loyalty program, secret sauce of their business or why you should come in their place of biz.|Dave Hanna|2010-03-05|1
130|659|I don&#8217;t see from a legal standpoint how this qualifies as extortion but I think there is an ethical question, if, most importantly if,  the case facts are actual FACTS&#8230;I love Yelp and I use it quite rigorously. But I see a trend&#8230; Multiple businesses coming forward with the same allegations &#8211; the question is, what&#8217;s for them to gain to create a false allegation? After all they are all small fishes going against a big giant called YELP..I think this case might redefine the world of online reviews. I will be curious to see what happens next&#8230;|Raj Sarkar|2010-03-04|1
131|659|One word Raj- &#8220;Attorneys&#8217; &#8211; they get a piece of the deal to settle and is cheaper for biz to do so.  I would have to assume there was a prior letter sent to Yelp by Representative attorneys.  I have nothing to back it up but CA is rife with this sort of thing from attorneys.  We had couple disabled attorneys in CA going into decades old establishments and finding no wheel chair ramp to entrance.,  They would file $10k and if you paid would go away and come back next year- good for society?  No, good for selfish reasons.|Dave Hanna|2010-03-05|1
132|659|In the process of developing a new product I&#8217;ve interviewed 10s of businesses about Yelp.  They all have the same story:  As soon as a bad review appears on their profile, a sales person comes calling and offers to &#8220;push down&#8221; the bad reviews in exchange for advertising on the site.The bad reviews are often the sample review on Yelp search results.  Is this extortion?  You be the judge.  I know where I stand on this.|EW|2010-03-05|1
133|659|Can someone please set up a sting to catch someone at yelp doing this?!?  Just have them call you on your google voice number and record the call!|Brian|2010-03-05|1
