3018388|Burnt toast makes you sing good : a memoir of food and love from an American Midwest family / Kathleen Flinn.|Flinn, Kathleen|067001544X, 9780670015443|2014.|Viking,|Cooking American Midwestern style, Flinn Kathleen Family, Cooks United States Biography, Cookbooks|acbk|nanf|NA|mon|2017-09-01T00:00:00.000|1
3122831|Barbie & her sisters in the great puppy adventure [videorecording] / Universal ; Mattel Playground Productions ; produced by Margaret M. Dean and Gabrielle Miles, Genna du Plessis ; written by Amy Wolfram ; directed by Andrew Tan.|||[2015]|Universal Studios Home Entertainment,|Barbie Fictitious character Juvenile drama, Sisters Juvenile drama, Treasure troves Juvenile drama, Childrens films, Animated films, Feature films, Video recordings for the hearing impaired|jcdvd|ncdvd|Floating|rbe|2017-09-01T00:00:00.000|1
2519097|Stop bullying now! [videorecording] : Take a stand, lend a hand.|||[2006?]|U.S. Dept. of Health and Human Services ; Dept. of Education,|Bullying in schools United States Prevention, Bullying United States Prevention, Aggressiveness in children United States Prevention, Educational films, Animated films|acdvd|cadvdnf|NA|cen|2017-09-01T00:00:00.000|1
3274605|The only child : a novel / Andrew Pyper.|Pyper, Andrew|1476755213, 9781476755212|2017.|Simon & Schuster,|Forensic psychiatrists Fiction, Psychological fiction, Thrillers Fiction|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
3265336|The Jolley-Rogers and the monster's gold / Jonny Duddle.|Duddle, Jonny|0763692921, 9780763692926|2017.|Templar Books, an imprint of Candelwick Press,|Pirates Juvenile fiction, Monsters Juvenile fiction, Treasure troves Juvenile fiction|jcbk|ncef|NA|net|2017-09-01T00:00:00.000|1
3154492|Duke in his own words : John Wayne's life in letters, handwritten notes and never-before-seen photos / [introduction by Ethan Wayne].||1942556195, 9781942556190|c2015.|Topix Media Lab,|Wayne John 1907 1979 Correspondence, Wayne John 1907 1979, Motion picture actors and actresses United States Correspondence, Motion picture actors and actresses United States Biography|acbk|nanf|NA|bro|2017-09-01T00:00:00.000|1
3167678|The Alchemists' Council / Cynthea Masson.|Masson, Cynthea, 1962-|1770412719, 9781770412712|2016.|ECW Press,|Alchemy Fiction, Fantasy fiction|acbk|nafic|NA|glk|2017-09-01T00:00:00.000|1
3137398|Parrots of the wild : a natural history of the world's most captivating birds / Catherine A. Toft and Timothy F. Wright ; foreword by James D. Gilardi.|Toft, Catherine Ann, 1950-2011,,|0520239253, 9780520239258|[2015]|University of California Press ; in collaboration with the World Parrot Trust,|Parrots, Parrots Conservation, Human animal relationships|acbk|nanf|NA|gwd|2017-09-01T00:00:00.000|1
3165211|The aromatherapy garden : growing fragrant plants for happiness and well-being / Kathi Keville.|Keville, Kathi|1604695498, 9781604695496|2016.|Timber Press,|Fragrant gardens, Aromatic plants Therapeutic use, Aromatherapy|acbk|nanf|NA|net|2017-09-01T00:00:00.000|1
2483968|The walking dead. Volume 8, Made to suffer / [Robert Kirkman, creator, writer ; Charlie Adlard, penciler, inker ; Cliff Rathburn, gray tones ; Rus Wooton, letterer ; Charlie Adlard & Cliff Rathburn, cover].|Kirkman, Robert|1582408831, 9781582408835|c2008.|Image Comics|Graphic novels, Horror comic books strips etc|acbk|nacomic|NA|bal|2017-09-01T00:00:00.000|1
3199800|Naked '76 / Kevin Brooks.|Brooks, Kevin|1512404187, 9781512404180|2016.|Carolrhoda Labs,|Bands Music Fiction, Punk rock music Fiction, Interpersonal relations Fiction, Romance fiction, Great Britain History 20th century Fiction|acbk|nyfic|NA|glk|2017-09-01T00:00:00.000|1
2268788|Abakada ng pag-ibig : Paula / Maia Jose.|Jose, Maia.|9718240357|2000.|Books for Pleasure,|Lesbianism Fiction, Same sex marriage Fiction, Love stories|acbk|caln|NA|cen|2017-09-01T00:00:00.000|1
797564|Broadcasting yearbook--marketbook issue.|||1960.|[Broadcasting Publications],|Broadcast advertising United States Periodicals, Television broadcasting United States Periodicals, Radio broadcasting United States Periodicals|arbk|cs6r|NA|cen|2017-09-01T00:00:00.000|1
2059264|House of dreams / Brenda Joyce.|Joyce, Brenda|158724036X|c2000.|Wheeler Pub.,|Aristocracy Social class Fiction, Spirit possession Fiction, Revenge Fiction, Large type books, Great Britain History Mary I 1553 1558 Fiction, Spain Fiction, Romantic suspense fiction, Paranormal fiction, Historical fiction|acbk|cs1malf|NA|cen|2017-09-01T00:00:00.000|1
2940843|Recentering the universe : the radical theories of Copernicus, Kepler, Galileo, and Newton / Ron Miller.|Miller, Ron, 1947-|0761358854, 9780761358855|c2014.|Twenty-First Century Books,|Astronomy History Juvenile literature, Astronomy Religious aspects Christianity History Juvenile literature|acbk|nynf|NA|nga|2017-09-01T00:00:00.000|1
3028235|Take a bow-wow / by Kristin Earhart ; illustrated by Vivienne To.|Earhart, Kristin|0545617618, 9780545617611|[2014]|Scholastic Inc.,|Dogs Juvenile fiction, Poodles Juvenile fiction, Pets Juvenile fiction, Magic Juvenile fiction, Talent shows Juvenile fiction, Stage fright Juvenile fiction, Dogs Fiction, Pets Fiction, Magic Fiction, Talent shows Fiction, Stage fright Fiction|jcbk|ncef|NA|gwd|2017-09-01T00:00:00.000|1
2985327|Everyday [videorecording] / Sundance Selects ; Bankside Films ; Film 4 ; a Revolution Films production ; produced by Melissa Parmenter ; written by Laurence Coriat, Michael Winterbottom ; directed by Michael Winterbottom.||0788617818, 9780788617812|©2014|distributed by MPI Home Video|Families Drama, Drug traffic Drama, Prisons Drama, Fiction films, Feature films, Video recordings for the hearing impaired|acdvd|nadvd|Floating|bal|2017-09-01T00:00:00.000|1
2352640|Morningstar guide to mutual funds : five-star strategies for success / [edited by] Christine Benz.||0471718327, 9780471718321|c2005.|John Wiley & Sons ,|Mutual funds|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
2552455|The great powers outage / William Boniface ; illustrations by Stephen Gilpin.|Boniface, William|0060774703, 0060774711, 9780060774707, 9780060774714|2008.|HarperCollins,|Heroes Juvenile fiction, Criminals Juvenile fiction, Humorous stories|jcbk|ncfic|NA|mgm|2017-09-01T00:00:00.000|1
2242143|Last day, hooray! / Nancy Poydar.|Poydar, Nancy|0823418073|2004.|Holiday House,|Schools Fiction, Parties Fiction|jcbk|ccpic|NA|cen|2017-09-01T00:00:00.000|3
3056809|My old lady [videorecording] / Universal ; Cohen Media Group ; BBC Films ; in association with Protagonist Pictures and Tumbledown Productions Limited ; a Deux Chevaux/Katsize Films production ; in association with Krasnoff/Foster Entertainment ; produced by Rachael Horovitz, Gary Foster, Nitsa Benchetrit, David C. Barrot ; written for the screen and directed by Israel Horovitz.|||[2015]|Universal Studios Home Entertainment,|Roommates Drama, Paris France Drama, Family secrets Drama, Feature films, Comedy films, Fiction films|acdvd|nadvd|Floating|nga|2017-09-01T00:00:00.000|2
2765249|Lone wolf [text (large print)] / Jodi Picoult.|Picoult, Jodi, 1966-|1611733669, 9781611733662|2012.|Center Point Publishing,|Accident victims Fiction, Terminal care Decision making Fiction, Parent and adult child Fiction, Brothers and sisters Fiction, Psychological fiction, Large type books|acbk|nalpfic|Floating|swt|2017-09-01T00:00:00.000|1
1932479|Travel forecasting procedures to support the Puget Sound transportation alternatives analysis-- north corridor / prepared by G. Scott Rutherford, transportation and planning consultant ; Puget Sound Council of Governments ; for Urban Mass Transportation Administration.|Rutherford, G. Scott, 1944-||[1983]|[The Council?],|Transportation Washington State Puget Sound Region Forecasting Mathematical models, Trip generation Washington State Puget Sound Region Forecasting Mathematical models, Local transit Ridership Washington State Puget Sound Region Forecasting Mathematical models|arbk|cs6r|NA|cen|2017-09-01T00:00:00.000|1
476602|The Amazing movie fakebook [music] : for all keyboards, electric & acoustic.|||c1987.|Warner Bros. Publications,|Motion picture music Fake books|armus|caref|NA|cen|2017-09-01T00:00:00.000|1
2963138|Promise land : my journey through America's self-help culture / Jessica Lamb-Shapiro.|Lamb-Shapiro, Jessica|1439100195, 1439100217, 9781439100196, 9781439100219|2014.|Simon & Schuster,|Self care Health, Self care Health Psychological aspects, Psychologists Psychology, Self management Psychology|acbk|nanf|NA|net|2017-09-01T00:00:00.000|1
2709870|A small hotel / Robert Olen Butler.|Butler, Robert Olen|0802119875, 9780802119872|2011.|Grove Press,|Man woman relationships Fiction, New Orleans La Fiction, Divorce Fiction|acbk|nafic|NA|bal|2017-09-01T00:00:00.000|1
2328787|Haiti / Rosalie Ng Cheong-Lum & Leslie Jermyn.|NgCheong-Lum, Roseline, 1962-|0761419683|2005.|Marshall Cavendish Benchmark,|Haiti Juvenile literature|jcbk|ncnf|NA|dlr|2017-09-01T00:00:00.000|1
2845634|You're doing it wrong! : how to improve your life by fixing everyday tasks you (and everyone else) are totally screwing up / Lee Thornton.|Thornton, Lee|1440544166, 9781440544163|c2012.|Adams Media,|Conduct of life Miscellanea, Life skills Miscellanea, Interpersonal relations Miscellanea, Home economics Miscellanea|acbk|nanf|NA|uni|2017-09-01T00:00:00.000|1
11879|Mirror to the American past; a survey of American genre painting: 1750-1900.|Williams, Hermann Warner, 1908-1974|0821204440|[1973]|New York Graphic Society|Genre painting American, Genre painting 18th century United States, Genre painting 19th century United States|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3174946|Pete the Cat. Snow daze / by James Dean.|Dean, James, 1957-|0062404253, 0062404261, 9780062404251, 9780062404268|[2016]|Harper, an imprint of HarperCollinsPublishers,|Pete the Cat Fictitious character Juvenile fiction, Cats Juvenile fiction, Snow Juvenile fiction, Pete the Cat Fictitious character Fiction, Cats Fiction, Snow Fiction|jcbk|ncrdr|Floating|bal|2017-09-01T00:00:00.000|3
168951|Glove toys.|Hutchings, Margaret||[1958]|Studio Publications|Puppets|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
2796048|Back and deader than ever / a novel by Lisi Harrison.|Harrison, Lisi|0316099171, 9780316099172|2012.|Poppy/Little, Brown,|Monsters Juvenile fiction, High schools Juvenile fiction|acbk|nyfic|NA|uni|2017-09-01T00:00:00.000|1
3230596|Nicaragua / by Wil Mara.|Mara, Wil|0531220907, 9780531220900|[2016]|Children's Press,|Nicaragua Juvenile literature|jcbk|ncnf|NA|col|2017-09-01T00:00:00.000|1
2613611|Japan took the J.A.P. out of me : [a memoir] / Lisa Fineberg Cook.|Cook, Lisa Fineberg|1439110034, 9781439110034|c2009.|Downtown Press,|Cook Lisa Fineberg, Cook Lisa Fineberg Marriage, Americans Japan Nagoya shi Biography, Jewish women Japan Nagoya shi Biography, Newlyweds Japan Nagoya shi Biography, Newlyweds United States Biography, Nagoya shi Japan Biography, Nagoya shi Japan Social life and customs, Beverly Hills Calif Biography|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3259688|The English daughter / Maggie Wadey.|Wadey, Maggie|1910985139, 9781910985137|2016.|Sandstone Press Ltd,|Wadey Maggie Family, Kavanagh Agnes Teresa Childhood and youth, Kavanagh Agnes Teresa Anecdotes, Mother and child, Tipperary Ireland County Social life and customs 20th century, Autobiographies|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
2490088|Curious George rides a bike [videorecording] : and a lot more monkeying around / Weston Woods.||0545073073, 9780545073073|2008.|New Video,|Curious George Fictitious character Juvenile fiction, Bicycles and bicycling Fiction, Mice Juvenile fiction, Rats Juvenile fiction, Animated films, Childrens films|jcdvd|ncdvd|Floating|rbe|2017-09-01T00:00:00.000|1
2535499|Acid precipitation : hearings before the Subcommittee on Health and the Environment of the Committee on Energy and Commerce, House of Representatives, Ninety-seventh Congress, first session, on effects and solutions to combat acid precipitation.|United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Health and the Environment||1982.|U.S. G.P.O.,|Acid rain United States, Acid pollution of rivers lakes etc United States|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
35714|On Noam Chomsky; critical essays.|Harman, Gilbert|0385037651|1974.|Anchor Press,|Chomsky Noam, Linguistics Research United States|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
2737405|How to help the Earth / by the Lorax with Tish Rabe ; illustrated by Christopher Moroney and Jan Gerardi.|Rabe, Tish|0375869778, 0375969772, 9780375869778, 9780375969775|c2012.|Random House,|Refuse and refuse disposal Juvenile literature, Recycling Waste etc Juvenile literature, Refuse and refuse disposal|jcbk|ncrdr|Floating|gwd|2017-09-01T00:00:00.000|1
2064271|Our Native American legacy : Northwest towns with Indian names / Sandy Nestor.|Nestor, Sandy|087004401X|2001.|Caxton Press,|Names Indian Northwest Pacific, Names Indian Alaska, Names Geographical Northwest Pacific, Names Geographical Alaska, Northwest Pacific History Local, Alaska History Local|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
3160162|Finding luck / by Kristin Earhart ; illustrated by Serena Geddes.|Earhart, Kristin|1481414232, 9781481414234|2016.|Aladdin,|Brothers and sisters Juvenile fiction, Ponies Juvenile fiction, Chincoteague Island Va Juvenile fiction, Brothers and sisters Fiction, Ponies Fiction, Chincoteague Island Va Fiction|jcbk|ncef|NA|rbe|2017-09-01T00:00:00.000|1
2590075|Preliminaires [sound recording] / Iggy Pop.|Pop, Iggy, 1947-||p2009.|Astralwerks,|Popular music 2001 2010, Rock music 2001 2010|accd|nacd|Floating|glk|2017-09-01T00:00:00.000|1
3272492|Hothouse / Karyna McGlynn.|McGlynn, Karyna|1941411452, 9781941411452|[2017]|Sarabande Books,|Poetry|acbk|nanf|NA|uni|2017-09-01T00:00:00.000|1
723015|Heteroptera or true bugs of Ecuador : a partial catalog / Richard C. Froeschner.|Froeschner, Richard C.||1981.|Smithsonian Institution Press,|Hemiptera Ecuador Catalogs and collections, Hemiptera Galapagos Islands Catalogs and collections, Insects Catalogs and collections, Insects Ecuador Catalogs and collections, Insects Galapagos Islands Catalogs and collections|arbk|cs7r|NA|cen|2017-09-01T00:00:00.000|1
2872935|The U.S. Army Rangers : the missions / by William Caper.|Caper, William|1429686596, 9781429686594|2013.|Capstone Press,|United States Army Commando troops Juvenile literature|jcbk|ncnf|NA|rbe|2017-09-01T00:00:00.000|1
2792404|Wishes and worries : coping with a parent who drinks too much alcohol / presented by the Centre for Addiction and Mental Health ; illustrated by Lars Rudebjer.||1770492380, 9781770492387|2011.|Tundra Books,|Children of alcoholics Juvenile literature, Alcoholics Family relationships Juvenile literature|jcbk|ccnf|NA|cen|2017-09-01T00:00:00.000|1
2967007|Robots / Melissa Stewart.|Stewart, Melissa|1426313446, 1426313454, 9781426313448, 9781426313455|[2014]|National Geographic,|Robots Juvenile literature, Robots|jcbk|ncnf|NA|gwd|2017-09-01T00:00:00.000|1
2987954|The Romanov sisters : the lost lives of the daughters of Nicholas and Alexandra / Helen Rappaport.|Rappaport, Helen|1250020204, 9781250020208|2014.|St. Martin's Press,|Nicholas II Emperor of Russia 1868 1918 Assassination, Nicholas II Emperor of Russia 1868 1918 Family Assassination, Romanov House of History 20th century Sources, Princesses Russia Biography Sources, Sisters|acbk|nanf|NA|cap|2017-09-01T00:00:00.000|1
2130621|Fire fighters : stories of survival from the front lines of firefighting / edited by Clint Willis.||1560254025|c2002.|Thunder's Mouth Press : Distributed by Publishers Group West,|Fire extinction, Survival, Fires|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
3167001|Melba's American comfort : 100 recipes from my heart to your kitchen / Melba Wilson ; photography by Melissa Hom.|Wilson, Melba (Chef),|1476795282, 1476795304, 9781476795287, 9781476795300|2016.|Atria Books,|Cooking American Southern style, Comfort food, Cookbooks|acbk|nanf|NA|bea|2017-09-01T00:00:00.000|1
2745277|The corn maiden and other nightmares / Joyce Carol Oates.|Oates, Joyce Carol, 1938-|0802126022, 9780802126023|c2011.|Mysterious Press,|Short stories, Suspense fiction, Horror fiction|acbk|nafic|NA|bro|2017-09-01T00:00:00.000|1
3277676|Filling her shoes : a memoir of an inherited family / Betsy Graziana Fasbinder.|Fasbinder, Betsy Graziani.|1631521985, 9781631521980|2017.|She Writes Press,|Fasbinder Betsy Graziani Family, Stepmothers United States Biography, Stepfamilies United States Biography|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3068849|The autumn republic / Brian McClellan.|McClellan, Brian, 1986-|0316219118, 0316219126, 9780316219112, 9780316219129|2015.|Orbit,|Kings and rulers Fiction, Imaginary wars and battles Fiction, Imaginary places Fiction, Betrayal Fiction, Wizards Fiction, Fantasy fiction|acbk|casf|NA|cen|2017-09-01T00:00:00.000|2
2044450|American furniture : tables, chairs, sofas & beds / Marvin D. Schwartz ; with revisions by Elizabeth von Habsburg ; photographs by Chun Y. Lai.|Schwartz, Marvin D.|157912108X|c2000.|Black Dog & Leventhal : Distributed by Workman Pub. Co.,|Tables United States, Chairs United States, Sofas United States, Beds United States|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
443857|||||||acmus|camus|NA|cen|2017-09-01T00:00:00.000|1
2968611|Iron Man. The secret origin of Tony Stark, Book 1 / writer, Kieron Gillen ; penciler, Greg Land (#6-8) ; artist, Dale Eaglesham (9-11) ; inker, Jay Leisten (#6-8) ; colorist, Guru-eFX ; letterer, VC's Joe Caramagna.|Gillen, Kieron|0785168346, 9780785168348|2013.|Marvel Worldwide, Inc.,|Iron Man Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Science fiction comic books strips etc, Graphic novels, Superhero comic books strips etc|acbk|nycomic|NA|col|2017-09-01T00:00:00.000|1
488817|Dutch and Flemish paintings from the Hermitage.||0810911396, 087099509X, 0870995103|1988.|Metropolitan Museum of Art ; Art Institute of Chicago ; Distributed by Abrams,|Gosudarstvennyi Ermitazh Russia Exhibitions, Painting Dutch 17th century Exhibitions, Painting Dutch 18th century Exhibitions, Painting Flemish 17th century Exhibitions, Painting Flemish 18th century Exhibitions|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3275106|The secret grave / Lois Ruby.|Ruby, Lois|0545932505, 9780545932509|[2017]|Scholastic Inc.,|Haunted places Juvenile fiction, Friendship Juvenile fiction, Friendship Fiction, Ghosts Fiction, Ghost stories|jcbk|ccfic|NA|cen|2017-09-01T00:00:00.000|1
445120|||||||acmus|camus|NA|cen|2017-09-01T00:00:00.000|1
2874263|The wild beasts of Wuhan : an Ava Lee novel / Ian Hamilton.|Hamilton, Ian, 1946-|1250032296, 1250035155, 9781250032294, 9781250035158|2013.|Picador,|Lee Ava Fictitious character Fiction, Women accountants Fiction, Forensic accounting Fiction, Elite Social sciences China Fiction, Painting Forgeries Fiction, Art dealers Fiction, Mystery fiction|acbk|nafic|NA|bal|2017-09-01T00:00:00.000|1
3220551|Da da da! Die di chao ren / wen/tu, Gongxi Daye ; yi, Chen Yushu.|Miyanishi, Tatsuya, 1956-|9789862116326, 9862116323|2016.|Xiao lu wen hua,|Fathers Juvenile fiction, Picture books for children, Chinese language materials|jcbk|ncln|NA|lcy|2017-09-01T00:00:00.000|1
3174467|13 hours [videorecording] : the secret soldiers of Benghazi / Paramount Pictures ; a 3 Arts Entertainment/Bay Films production ; produced by Erwin Stoff, Michael Bay ; screenplay by Chuck Hogan ; directed by Michael Bay.|||[2016]|Paramount,|Terrorism Drama, Benghazi Consulate Attack Banghazi Libya 2012 Drama, Courage Drama, War films, Action and adventure films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities|acdvd|nadvd|Floating|spa|2017-09-01T00:00:00.000|2
2440310|Frankenstein : a cultural history / Susan Tyler Hitchcock.|Hitchcock, Susan Tyler|0393061442, 9780393061444|c2007.|W.W. Norton,|Shelley Mary Wollstonecraft 1797 1851 Frankenstein, Frankenstein Victor Fictitious character, Literature and society History, Scientists in literature, Monsters in literature|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
83737|Imagination and the spirit; essays in literature and the Christian faith, presented to Clyde S. Kilby. Edited by Charles A. Huttar.|||[1971]|Eerdmans|Christianity and literature|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
311693|Women in aviation.|Peckham, Betty Clock, 1906-||c1945.|Nelson,|Women in aeronautics|arbk|caaero|NA|cen|2017-09-01T00:00:00.000|1
3165152|No shred of evidence / Charles Todd.|Todd, Charles|0062386182, 9780062386182|[2016]|William Morrow, an imprint of HarperCollinsPublishers,|Rutledge Ian Fictitious character Fiction, Police Great Britain Fiction, Murder Investigation Fiction, Mystery fiction, Historical fiction|acbk|camys|NA|cen|2017-09-01T00:00:00.000|4
3271750|Sex and the city. Season 4 / HBO.||1419889974, 9781419889974|[2010]|Home Box Office : Distributed by Warner Bros. Entertainment,|Female friendship New York State New York Drama, Dating Social customs New York State New York Drama, Sex customs New York State New York Drama, New York N Y Social life and customs Drama, Television series, Television comedies, Fiction television programs, Video recordings for the hearing impaired|acdvd|cadvd|NA|cen|2017-09-01T00:00:00.000|2
2856305|Memorial / written by Chris Roberson ; art by Rich Ellis ; colors by Grace Allison ; letters by Neil Uyetake, Robbie Robbins, and Shawn Lee.|Roberson, Chris|1613773544, 9781613773543|c2012.|IDW Publishing,|Fantasy comic books strips etc, Graphic novels|acbk|nacomic|NA|net|2017-09-01T00:00:00.000|1
1646212|The comic toolbox : how to be funny even if you're not / by John Vorhaus.|Vorhaus, John|1879505215|c1994.|Silman-James Press,|Comedy|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
732430|Pioneering Ganders : a genealogy of John and Leah Ganders on the Bickleton frontier of the Territory and State of Washington, 1884-1974 / by Harry S. Ganders.|Ganders, Harry Stanley, 1894-||1974.|Syracuse University,|Ganders family|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
3009698|Riptide / Catherine Coulter.|Coulter, Catherine|0515130966, 9780515130966|2001, c2000.|Jove Books,|Women speechwriters Fiction, Stalkers Fiction, United States Federal Bureau of Investigation Fiction, Savich Dillon Fictitious character Fiction, Sherlock Lacey Fictitious character Fiction, Government investigators Fiction, New York N Y Fiction, Suspense fiction, Mystery fiction, Love stories|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
292021|Lyon memorial; Massachusetts families including descendants o the immigrants William Lyon of Roxbury, Peter Lyon of Dorchester, George Lyon of Dorchester.|Lyon, Sidney Elizabeth, 1846-||1905.|Graham,|Lyons family|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
2176355|A birthday for Frances / by Russell Hoban ; pictures by Lillian Hoban.|Hoban, Russell|0060223383, 0060223391, 0064430073|1995.|HarperCollins,|Birthdays Juvenile fiction, Badgers Juvenile fiction, Behavior Fiction|jcbk|ncpic|NA|wts|2017-09-01T00:00:00.000|1
2459355|Hanukkah & Chinese New Year [sound recording]|||p2002.|Kimbo Educational,|Hanukkah Songs and music Juvenile sound recordings, Chinese New Year Songs and music Juvenile sound recordings, Childrens songs Juvenile sound recordings, Hanukkah Songs and music, Chinese New Year Songs and music, Songs|jccd|cccd|NA|cen|2017-09-01T00:00:00.000|2
2709212|Thea Stilton and the cherry blossom adventure / [Thea Stilton ; illustrations by Alessandro Battan ... et al. ; translated by Julia Heim].|Stilton, Thea|0545227720, 9780545227728|2011.|Scholastic,|Stilton Thea Juvenile fiction, Stilton Geronimo Juvenile fiction, Mice Juvenile fiction, Sisters Juvenile fiction, Student exchange programs Juvenile fiction, Japanese flowering cherry Juvenile fiction, Stealing Fiction, Kyoto Japan Juvenile fiction, Japan Juvenile fiction|jcbk|ncfic|NA|wts|2017-09-01T00:00:00.000|1
2503772|Your pet cat / by Elaine Landau.|Landau, Elaine|0531167666, 9780531167663|c2007.|Children's Press,|Cats Juvenile literature|jcbk|ncnf|NA|dlr|2017-09-01T00:00:00.000|1
2698355|Lemonade : and other poems squeezed from a single word / by Bob Raczka ; illustrated by Nancy Doniger.|Raczka, Bob|1596435410, 9781596435414|2011.|Roaring Brook Press,|Word games Juvenile literature, Childrens poetry American, American poetry Juvenile literature|jcbk|ncnf|NA|lcy|2017-09-01T00:00:00.000|1
2801586|Thạch Sanh & Sơn Tinh Thủy Tinh / lời, Nguyên Anh, Tú Anh ; tranh, Nhật Minh, Tịnh Lâm.|Đinh, Nguyên Anh.||c2011.|[Nhà xuất bản Dân Trí],|Tales Vietnam Juvenile literature, Folklore Juvenile literature, Vietnamese language materials|jcbk|ncln|NA|lcy|2017-09-01T00:00:00.000|1
2083884|A collection of beauties at the height of their popularity : a novel / Whitney Otto.|Otto, Whitney|0375505458|c2002.|Random House,|Young adults Fiction, Bars Drinking establishments Fiction, San Francisco Calif Fiction, Bildungsromans|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
2697048|Celtic Thunder [videorecording] : Christmas / producer, Sharon Browne ; director, Julia Knowles.|Celtic Thunder (Musical group : 2007-)||c2010.|Decca : Distributed by Universal Music Distribution,|Christmas music, Carols English, Concert films|acdvd|cadvdnf|NA|cen|2017-09-01T00:00:00.000|3
