RT @ANI: Indian Army: Air India flight with 150 Indians being evacuated from Iran will be reaching Jaisalmer on 13 March, where they will be quarantined at an Indian Army facility created at Jaisalmer. #CoronaVirus https://t.co/Px6CPBLWkI|1238146876353867780|2020-03-12 19:56:33|0|114|0|0|1|ANI||Sharad Shah|2848664238||2014-10-09 13:49:51||||108766|682|469|1068
"RT @Covid19_Time: #Coronavirus #COVID19 ☣️

El futuro que nos espera...

IDIOCRACIA 🤦🏻‍♂️ https://t.co/K6jAhHOB1Z"|1238146876274282500|2020-03-12 19:56:33|0|2934|0|0|1|Covid19_Time||christian garcia|1656099956||2013-08-08 22:58:53||||832|40|143|447
"RT @muhammetkork132: Okulların tatil olduğunu duyan öğrenciler (t)
#Covid_19 #Corona
 Üniversiteler 3 hafta tatil
#coronavirus https://t.co/pNK0lAEuy4"|1238146876139917310|2020-03-12 19:56:33|0|16|0|0|1|muhammetkork132||Deniz Güler|1138230148875132930|Retired Emekli Memur|2019-06-11 02:43:09||||1889|2|247|4
"#Coronavirus Como ya empezaron los laboratorios a aumentar, va receta de  gel desinfectante
1LT DE ALCOHOL
3 CUCHARADAS DE AGUA OXIGENADA
1 CUCHARADA DE GLICERINA LÌQUIDA (se compra en la farmacia)
1/2 VASO DE AGUA DESTILADA O AGUA HERVIDA.
MEZCLAR BIEN TODO EN UN BOWL LIMPIO..."|1238146875779354620|2020-03-12 19:56:33|0|0|0|0|0|||Verdad2019|1186271820892266500|sin Filtro|2019-10-21 16:23:55||||4779|175|310|3208
RT @eluniversocom: Estas son las medidas que toma #Ecuador, en emergencia sanitaria por #coronavirus: cuarentena de pasajeros internacionales, suspensión de clases y eventos masivos ► https://t.co/TfkznnLnyq https://t.co/EapBFlOlVs|1238146875720597500|2020-03-12 19:56:33|0|119|0|0|1|eluniversocom||Xavier León M.|343498224|Chef, Comunicador y Productor de TV|2011-07-27 20:25:10||Ecuador||7648|113|217|133
"RT @EFEnoticias: #ÚLTIMAHORA | Venezuela cancela los vuelos provenientes de Europa y de Colombia por un mes #coronavirus https://t.co/Ys3uHRLoPd"|1238146875661959170|2020-03-12 19:56:33|0|31|0|0|1|EFEnoticias||Noticosta|289153555|"Todas las Noticias de Barranquilla, Atlántico, la Región Caribe, Colombia & el Mundo. 
Noticiero de la Costa"|2011-04-28 06:35:52||Barranquilla-Colombia||28441|3872|4002|3892
".@TinaOHSen3's bill, SB 91, creates a #PaidLeave insurance program that costs employers nothing.

#Coronavirus shows #Ohio needs SB 91.

📲CALL Sen Bob Hackett: 614-466-3780
🗣️SAY: SB 91 is in your Insurance committee. Give it more hearings!

https://t.co/GaHOxNzuLv
@TinaMaharath https://t.co/BsXYQLAkpe"|1238146875569639420|2020-03-12 19:56:33|0|0|0|0|0|||Ohio Senate Dems 🇺🇸 Campaign Team|2393484560|#Ohio Senate Democrats - campaign account. Minority Leader: Senator @KennyYuko. Campaign Chair: Senator @NickieAntonio. Fighting for workers & families.|2014-03-17 02:38:52||Ohio||2101|2357|593|1533
"RT @JamesMelville: New York Times:
“The UK shields it’s economy from the virus, but not yet its people.”

#CoronaVirus
#COVID2019

https://t.co/83Ft72p78b"|1238146875498418180|2020-03-12 19:56:33|0|117|0|0|1|JamesMelville||Dr Anne Townsend|19652486|Qualy sociologist. Research: arthritis, multimorbidity, e-health, health & research ethics, community empowerment. Tweeting more politics. Probably 4 a while.|2009-01-28 15:58:59||Vancouver, Teignmouth||44590|1739|1298|23907
RT @eluniversocom: Estas son las medidas que toma #Ecuador, en emergencia sanitaria por #coronavirus: cuarentena de pasajeros internacionales, suspensión de clases y eventos masivos ► https://t.co/TfkznnLnyq https://t.co/EapBFlOlVs|1238146875498381310|2020-03-12 19:56:33|0|119|0|0|1|eluniversocom||Katty  Rohoden|52723268|Amante de las telecomunicaciones y la telemedicina y del software libre....|2009-07-01 16:22:20||Loja-Ecuador||948|436|499|759
RT @realtormag: Some REALTORS® say their clients are asking buyers to take certain precautions before entering their homes. https://t.co/BVkM60DyD7 (via @NAR_Research) #coronavirus|1238146875242377220|2020-03-12 19:56:33|0|2|0|0|1|realtormag||Washington REALTORS®|88771876|Official Twitter channel for the Washington REALTORS®|2009-11-09 23:54:06||Olympia, WA||2494|4678|1173|897
"RT @SYC999: 爆炸性新聞:美國總統川普和副總統彭斯危矣💥👉巴西总统新闻秘书Fabio Wajngarten. Jair Bolsonaro已检测出 #Coronavirus 阳性‼️
据报道:他曾于周六在Mar-a-Lago与美國總統川普和副總統彭斯合影​​留念‼️
#CCPVirus
#Wuhancoronavirus
#Coronavirus
#COVID19 https://t.co/XIzykDfwZs https://t.co/PuyeI0UEvx"|1238146875233947650|2020-03-12 19:56:33|0|48|0|0|1|SYC999||铁甲依然在|1176166327741906940|燃烧的云|2019-09-23 19:08:25||People's Republic of China||296|128|810|931
RT @beppe_grillo: SARS-COV-2: come si manifesta, evoluzione e lo stato dell'arte. #SarsCoV2 #Covid_19 #Coronavirus  https://t.co/YJqp7rsvPr|1238146875162873860|2020-03-12 19:56:33|0|31|0|0|1|beppe_grillo||Maria Corti|2328646053||2014-02-06 20:59:19||||36255|690|1988|89866
"RT @PharmaFactz: Panic buying is pure idiocy, selfish at the very least, and stock-piling toilet rolls is perhaps understandable if you're full of shit. 

#Covid_19 #coronavirus"|1238146875150274560|2020-03-12 19:56:33|0|406|0|0|1|PharmaFactz||Chima|125320050|"Pharmacy || Space Science || Music || Movies || Chelsea FC"|2010-03-22 14:39:39||Lagos, Nigeria||15385|567|545|161
RT @RadioSavana: #DiMaio, modello zerbino, venera #UrsulaVonDerLeyen: Noi ci ricorderemo di questo discorso di Ursula che parla in italiano. Le faccio i complimenti per l'italiano, Lei da tedesca. Ci spiace ma Ursula è nata e cresciuta ad Albrecht, Belgio. Incapace. #RadioSavana #CoronaVirus https://t.co/TpSyeWkuvW|1238146875129200640|2020-03-12 19:56:33|0|87|0|0|1|RadioSavana||Fabiorossi2637|1031270346895372290|Un libero cittadino. Ci chiamano cani sciolti . .Per il bene della democrazia ne occorrerebbero molti di più. Ma siamo comunque milioni.|2018-08-19 23:03:05||||3064|85|145|4561
RT @RepPressley: #BREAKING: During today’s @OversightDems hearing on #COVID19, the @CDCgov director pledged to cover the cost of #coronavirus treatment for the uninsured ⬇️ https://t.co/wOW1Dg574r|1238146875087360000|2020-03-12 19:56:33|0|452|0|0|1|RepPressley||Dominique Vanpée|1136522773|Own opinion/RT = not endors lib sc inf KM IPR data doc ref mngt publ content context ICT intell arch media learn wisdom strat thesaurus KO heritage hist tourism|2013-01-31 11:27:07||Leuven Belgium||446452|1696|2601|44687
"RT @SaraCarterDC: European Commission says it disapproves the U.S. decision to impose a travel ban that was taken unilaterally and without consultation. 

Did they approve or consult us before sending all those #coronavirus cases? 

Thank God for Trump's decisive action."|1238146875020148740|2020-03-12 19:56:33|0|5490|0|0|1|SaraCarterDC||Lance Boil|906634330222579710|#MAGA #KAG  #TRUMP2020|2017-09-10 00:44:03||USA||13384|835|774|102476
"RT @HLAurora63: Found👇the root cause of the issues America continues to face, and it’s not just the #coronavirus.

Pelosi is the contaminant. https://t.co/2okTlvVWLc"|1238146874969919490|2020-03-12 19:56:33|0|160|0|0|1|HLAurora63||Mr Fix it|1197507763|MAGA ! REPUBLICAN PARTY ALL THE WAY ! GO DONALD TRUMP ! BEST PRESIDENT IN U.S. HISTORY ! Despise uneducated cant think for themselves type of people . WWG1WGA !|2013-02-19 16:54:25||Lancaster, PA||13233|4413|4818|18393
"RT @TomthunkitsMind: In this clip he
1. Denies WHO's coronavirus death rate based on “hunch
2. Calls #coronavirus corona flu
3. Suggests it's fine for people w/ Covid-19 to go to work
4. Compares coronavirus to the regular flu indicating he doesn't get the difference https://t.co/LijVlid5aF 05"|1238146874902827010|2020-03-12 19:56:33|0|14|0|0|1|TomthunkitsMind||Helen🌊🌊🌊😋🌊🌊🌊🔥🔥|294830333|"News and coffee. resister And 
kettlecorn and beer🌊"|2011-05-08 00:15:50||California, USA||116619|4829|5206|97943
"RT @bayareabrrn: Paid sick leave for all workers NOW
Eviction and rent moratorium NOW
Free testing and medical care NOW
Release border camp prisoners NOW

All immediately actionable concrete steps that can mitigate the pandemic.

#covid19 #coronavirus #CancelEverything"|1238146874865049600|2020-03-12 19:56:33|0|210|0|0|1|bayareabrrn||Gracie Collins|14940576|History nerd, traveler, goldsmith|2008-05-29 06:31:01||Austin, TX, USA||1353|34|136|12
RT @Mr_BorisJohnson: Stop asking Where's Boris it's none of your fucking business but am fucking off to the Maldives dont call me x #CobraMeeting #CoronavirusPandemic #coronavirus https://t.co/jcAcaN9bfv|1238146874860847100|2020-03-12 19:56:33|0|11|0|0|1|Mr_BorisJohnson||emily👁|3434650216|dorset//18|2015-08-21 22:43:38||South West, England||1163|231|283|7147
RT @Matt_VanDyke: There are reports #China is taking #Uighur Muslims from #Xinjiang to other parts of China to be forced labor in factories impacted by the #CoronaOutbreak. If they contract #Coronavirus and are sent back to infect their communities, then sanctions must be placed on China. #Uyghur https://t.co/9TxCu0ZyFa|1238146874856681470|2020-03-12 19:56:33|0|260|0|0|1|Matt_VanDyke||Neda Maze|794140836|Devoted Democratic. #VoteTrumpOut2020.            Protect our Vets, Senior Citizens, Education and HealthCare.|2012-08-31 18:56:12||Florida||71080|2528|2263|59901
"RT @dograjournalist: Dental College Doctors and staff working on high risk at Institute of Dental Sciences, Seohra #Jammu

Medico's on Risk #coronavirus https://t.co/lSSCmSoLA4"|1238146874814562300|2020-03-12 19:56:33|0|27|0|0|1|dograjournalist||DareToBeReal🇮🇳 🇮🇱|1029651264580202500|Nothing to say so I retweet|2018-08-15 11:49:26||Planet - Earth||11099|93|111|27101
RT @celebritykimdot: 🔥 #Go #Coronavirus NBA player mocked coronavirus by touching every mic – then tested positive for Covid-19 https://t.co/bGiSBkPrKd|1238146874772615170|2020-03-12 19:56:33|0|2|0|0|1|celebritykimdot||Football ⚽️|159781730|Only Football|2010-06-26 12:37:17||New York, USA||109942|3012|6|5
"RT @motorwars: ตอนนี้ยุโรป 
เหลือเพียง 2 ประเทศที่ยังไม่มีรายงานพบผู้ป่วย #COVID19 #โควิด19 #ไวรัสโคโรนา #Coronavirus 
คือ มอนเตเนโกร #Montenegro และ โคโซโว #Kosovo (พื้นที่สีเทาในภาพ) https://t.co/SQUgatCHdt"|1238146874768424960|2020-03-12 19:56:33|0|4|0|0|1|motorwars||Ma|3059990472||2015-03-03 17:21:22||||252773|947|2547|282063
Benchmark European jet fuel cargo prices dropped to their lowest since April 2016 after Trump's flight restrictions #OOTT #Coronavirus|1238146874760146940|2020-03-12 19:56:33|0|0|0|0|0|||Ron Bousso|1533915450|Reuters energy reporter and guitar enthusiast (bluegrass my friends). What I tweet is only my view, nothing more. email me ron.bousso@tr.com #oott|2013-06-20 16:36:00||London, England||5165|3346|453|7476
"RT @And89_3: Algunas diferencias entre Ortega Smith e Irene Montero tras sus positivos en #coronavirus:

👉🏼Irene Montero no está a favor de los recortes de la Sanidad Pública ni de su privatización. 

👉🏼No venía de una zona de riesgo. 

👉🏼No tenía síntomas.

👉🏼No culpa a nadie."|1238146874730786820|2020-03-12 19:56:33|0|5820|0|0|1|And89_3||Mari💙|1030426527727534080||2018-08-17 15:10:03||Granada, España||7383|208|256|22538
RT @Conflits_FR: 🇫🇷 ALERTE - D'après @leJDD, #Macron envisage le report des #Municipales2020 à cause du #coronavirus. Plusieurs mesures fortes pourraient être annoncées ce soir : la proclamation de l'état d'urgence, l'application de l'article 16 de la Constitution, le #Stade3. #COVID19|1238146874617532420|2020-03-12 19:56:33|0|826|0|0|1|Conflits_FR||lylidusud|303676233|"EM n'est pas mon président..
j'ai aimé NS mais cherche désespérément  un remplaçant  à  FFILLON qui me rendait si fière  d'être Française..."|2011-05-23 11:22:49||dans le sud||113360|1257|590|138957
"RT @ryanfiredragon: The organ- and cell-specific expression of this gene suggests that it may play a role in the regulation of cardiovascular and renal function, as well as fertility.

#coronavirus #2019nCoV #COVID19 #SARSCoV2
https://t.co/lQgZYZrCgg"|1238146874600718340|2020-03-12 19:56:33|0|1|0|0|1|ryanfiredragon||Rʏᴀɴ|224426465|Software Engineer concerned about the impact of the new virus outbreak 2020|2010-12-09 02:04:54||||4068|893|1031|7259
"RT @PincheCaskey: What a year these three months have been.

#CancelEverythingNow #kobe #CoronaOutbreak #coronavirus https://t.co/RmskIv3R4h"|1238146874458230780|2020-03-12 19:56:33|0|145|0|0|1|PincheCaskey||Jorge 3|709054109333266430|https://t.co/mXkEWg3XPF|2016-03-13 18:30:48||||2745|27|245|5001
"RT @TexasTribune: 1/ The largest public health lab in Texas is able to conduct a maximum of just 26 coronavirus tests per day. 

Texas is adding capacity in labs across the state —  but will that address community spread? https://t.co/ml5ghpFimh 

#coronavirus #COVID19"|1238146874370031620|2020-03-12 19:56:33|0|1796|0|0|1|TexasTribune||Pat Fuller #AnyoneButTrump #VoteBlue|19088288|Verified Voter #Democrat #AntiRacist #EstablishmentDem #ACLU #StopSeparatingFamilies #DemsWork4USA #AntiGOP #Resist #DemForce #ItsMyBody #NastyWoman #IDWP|2009-01-17 00:15:51||Illinois, USA||844870|91621|71998|179169
"Ecco come funziona #CoronaVirusUpdate #coronavirus 
https://t.co/IYTBbfvPAj"|1238146874302959620|2020-03-12 19:56:33|0|0|0|0|0|||mario r. zampella|115708412||2010-02-19 18:47:41||Guidonia Montecelio||126|2|57|31
"RT @DNPthree: Bored and I want to see how many retweets this can get in 15 hrs. I’ll randomly choose someone who retweets it and give you $100. Winner must be following so I can DM. 

With #CancelEverything happening due to the #coronavirus a record breaking number of people are at home."|1238146874277793790|2020-03-12 19:56:33|0|7879|0|0|1|DNPthree||beans inc.|1004113895727001600||2018-06-06 00:33:03||Minnesota, USA||289|33|792|366
"RT @RVAwonk: This picture was taken last weekend at Mar-a-Lago. The guy in the hat standing next to Trump is Fábio Wajngarten, press secretary for the Brazilian government. 

He just tested positive for #coronavirus. https://t.co/dzc75rFqle"|1238146874273660930|2020-03-12 19:56:33|0|1442|0|0|1|RVAwonk||VG|222217244|"Peace is not just to stop wars, but also to stop oppression & injustice.
War consumes the very things it is  fought for: Justice,Humanity & Decency"|2010-12-02 21:56:07||||409208|2776|3408|54918
RT @mir_ocall: For anyone careering around the supermarkets with heaped trolleys please think of people depending on welfare or who have little money. Also maybe the supermarkets might set up a foodbank where shoppers can leave a few bits for those who are pressed for cash. #coronavirus|1238146874202259460|2020-03-12 19:56:33|0|186|0|0|1|mir_ocall||Paul the tim|31474483|I support celtic Follow them everywere|2009-04-15 21:20:11||Linwood ||54343|54844|2663|37442
"RT @antoniopuesan: Por eso estamos como estamos... 

¿Qué dice Salud Pública? nada
¿Qué dice el Gobierno? nada
¿Qué dice la JCE? nada
¿Que dice Turismo? nada
#coronavirus"|1238146873967480830|2020-03-12 19:56:33|0|10|0|0|1|antoniopuesan||Frankie González P.|162267321|"-Abogado Litigante - ⚖️
- Magister en Procedimiento Civil - ⚖️
- Entrenador de Voleibol -🏐
- Sports Lover - ⚾🎾⚽🏐🏀"|2010-07-03 07:39:19||Dominican Republic||95991|1021|2842|6509
"RT @TrendSpider: Not trading related, but I found this to be incredibly interesting and figured this was share-worthy given current events. 

This is a DNA-based plot of the spread of the #Coronavirus country to country from @nextstrain's amazing site:  https://t.co/BOVuSRvMR0 https://t.co/J3kCZizoO3"|1238146873925476350|2020-03-12 19:56:33|0|1|0|0|1|TrendSpider||Anwar Khan|1150007637083328510||2019-07-13 14:42:41||||26|9|35|54
"RT @DrDenaGrayson: ⚠️#COVID19 “is the most frightening disease I've ever encountered in my career...because of the combination of infectiousness & a lethality that appears to be many-fold higher than flu.” Dr. Richard Hatchett, leading efforts to find a #coronavirus vaccine.
https://t.co/WFoVqSSeKW"|1238146873862631420|2020-03-12 19:56:33|0|3360|0|0|1|DrDenaGrayson||Travel foodie|561321983|Self proclaimed foodie! I love it!!! always with recipe and travelweirdo!|2012-04-23 20:30:37||||3456|771|2525|1610
RT @ANI: Delhi Chief Minister Arvind Kejriwal: All cinema halls to remain shut in Delhi till 31st March. Schools and colleges where exams are not being held will also remain closed. #CoronaVirus https://t.co/pbuB1JNFnW|1238146873858220030|2020-03-12 19:56:33|0|578|0|0|1|ANI||Peter Davidson 🌏|458328611|"Listening to the Duck Pond (World).

RT's are only OSINT sharing - See disclaimers on https://t.co/NRucefOAar

@petedavo_au 🇦🇺 for Australian stuff (main acc)"|2012-01-08 14:48:35||"Perth, Western Australia 🇦🇺
"||128458|776|2849|3542
"@GOP @realDonaldTrump Bull, Trump has known for months and did nothing to prepare. Then, he actively tried to hide and suppress testing and the scale of the threat from #coronavirus.

https://t.co/ZHzT6wWBAK"|1238146873585737730|2020-03-12 19:56:32|0|0|0|0|0|||😺🌊😾  Willow 😾🌊😺|872958773224235010|"Female Maine Coon: #Resist #Resistance 

Anything is easy if you don't know what you are talking about."|2017-06-09 02:29:25||Anglo-Saxon Heptarchy||77278|32782|31875|67082
"RT @_SemaHernandez_: I don't have healthcare.
I can't afford it.
If I get the #coronavirus, I'm making my way to DC to shake hands and sneeze on every Republican and Democrat who denies us #MedicareForAll."|1238146873485123580|2020-03-12 19:56:32|0|453|0|0|1|_SemaHernandez_||R.R|1796437008|"No human being is illegal. 
Still Berning!!!!!!!!"|2013-09-08 04:48:27||Racine, WI ||20429|258|854|2000
RT @irmaar: #RiesgoPaís hoy 3123. Día antes de las PASO con triunfo K, 860. No es #Coronavirus, es desconfianza internacional. #Argentina https://t.co/JB22DfuL9E|1238146873426411520|2020-03-12 19:56:32|0|35|0|0|1|irmaar||Susana Noemi Zunini|757688052630388740|Programas de TV|2016-07-26 00:24:43||Brandsen, Argentina||84170|471|420|64084
"RT @BrandonBeckham_: @LindaSuhler @realDonaldTrump @kilmeade @foxandfriends 🇺🇸 President @RealDonaldTrump: The future does not belong to #Globalists; it belongs to #Patriots.

The #coronavirus underscores the danger of Globalism.

𝗙𝗼𝗹𝗹𝗼𝘄 @BrandonBeckham_ for a Christian Voice. #PatriotsUnited https://t.co/UhiSRSXNuc"|1238146873409626110|2020-03-12 19:56:32|0|45|0|0|1|BrandonBeckham_||P. L.|395491775|I want the world to be better. I will retweet news updates, comments or positive images that are important. No DMs plz but thanks for all follows!|2011-10-21 22:01:11||USA||252914|1882|3236|29179
"RT @norcoreano: Actualización casos #coronavirus en Corea del Norte:

08:00: 1

08:10: 0

09:23: 1

09:30: 0

11:58: 1

12:04: 0

16:13: 1

16:17: 0

#Transparencia #Covid_19"|1238146873384468480|2020-03-12 19:56:32|0|1017|0|0|1|norcoreano||Jose|212840380|.|2010-11-07 07:57:52||.||6198|280|391|1429
RT @AnaCabrera: McConnell ally says Senate won't take up House #coronavirus bill until after recess. “The Senate will act when we come back and we have a clearer idea of what extra steps we need to take,” Sen. Lamar Alexander told reporters.|1238146873308798980|2020-03-12 19:56:32|0|2554|0|0|1|AnaCabrera||Trisha|3088579707|Just an old hippie trying to navigate social media. Proud mother of a trans daughter. She/her. Resist 💁‍♀️|2015-03-12 13:36:08||Rocky point||18737|2927|4832|88665
"RT @RVAwonk: This picture was taken last weekend at Mar-a-Lago. The guy in the hat standing next to Trump is Fábio Wajngarten, press secretary for the Brazilian government. 

He just tested positive for #coronavirus. https://t.co/dzc75rFqle"|1238146873124216830|2020-03-12 19:56:32|0|1442|0|0|1|RVAwonk||Diane RN 🌟🌟|146552379|Retired RN, retired union goon, grandmother, great auntie, proud progressive, Seattle Sounders season ticket holder|2010-05-21 21:39:42||Northeastern Oregon||143262|907|1698|145504
"RT @Libreriamo: Un arcobaleno sfavillante e la scritta Andrà tutto bene: sono centinaia gli striscioni e i disegni che stanno colorando tutta Italia nelle ultime ore
#andratuttobene
#coronavirus 
https://t.co/GhiSzmuzYW"|1238146872986013700|2020-03-12 19:56:32|0|3|0|0|1|Libreriamo||Sabrina Bison|1288226106|Daughter,sister,friend,fiancée,итальянская,(old)movie fan,photographer,reader,writer,scuba diving,speaks 3languages,curious,dreamer,|2013-03-22 11:35:41||Padova, Italy||46568|637|1125|188
Amor en tiempo de #coronavirus|1238146872944013310|2020-03-12 19:56:32|0|0|0|0|0|||Ale Rockdríguez|368415219|"Un adorable caos y un mal hábito. Twittera random y sin tanto filtro. 
Diseño, netas, tequila y besos..."|2011-09-05 19:10:08||Monterrey, Nuevo León||8155|366|1833|5737
RT @catherinegaste: #Italie « Nous sommes à bout de forces » une urgentiste en face à l'épidémie de #coronavirus  . Ce que montre aussi un des reportages de @franceinfo c’est que des personnes de 40/50 ans sont de plus en plus  touchées hors profil dit « fragile » https://t.co/sckDNLFJoJ|1238146872931487740|2020-03-12 19:56:32|0|283|0|0|1|catherinegaste||Jaguard2222|926783300630339580|Qui n'aime pas ou maltraite les animaux n'aime pas les humains. France Conservatrice. #LREM passez votre chemin. De Droite forte LR|2017-11-04 15:08:52||Anywhere||80164|1433|1522|152902
RT @DanteForesi: Agradezco las gacetillas de prensa que están enviando miembros de Juntos por el Cambio sobre el #coronavirus, pero les informo que no pienso publicar nada que venga de quienes degradaron el ministerio de salud al rango de secretaría y nos trajeron de vuelta el sarampión|1238146872855887870|2020-03-12 19:56:32|0|22|0|0|1|DanteForesi||Carmela García|912310287696527360||2017-09-25 16:38:17||||28387|112|1271|7826
"Yo me quedo en casa: Las redes sociales se unen contra la crisis del coronavirus
¡Unámonos!
#QuédateEnCasa #Covid19 #Coronavirus #YoElijoSerResponsable 

Por favor, sensatez 🙏🏼 Vamos a superar esto!!! #JuntosSomosMás 
@alejandrosanz
@lfdcesmas https://t.co/y2okO6MB8o"|1238146872692428800|2020-03-12 19:56:32|0|0|0|0|0|||BuenosAiresSanz|1163190717944143870|Club Oficial Buenosaires Sanz 🇦🇷. Presidenta: @rominoBaireSanz      vice: @SanzBuenosAires|2019-08-18 23:48:35||||7265|214|628|950
"RT @MinGobiernoEc: La ministra @mariapaularomo da a conocer que se tomarán medidas para evitar el incremento de contagios por el #COVID19ec, entre ellas, la restricción para pasajeros que durante los últimos 14 días hayan estado en países donde se registro casos de #coronavirus.
#MDGInforma https://t.co/NGBSd5FBcW"|1238146872688226300|2020-03-12 19:56:32|0|47|0|0|1|MinGobiernoEc||angel paca|727504546868645890||2016-05-03 17:26:15||||43|1|60|42
RT @DrGJackBrown: With high probability, Trump has contracted #COVID19 #Wajngarten #Coronavirus https://t.co/0zMaFZyMTi|1238146872633626620|2020-03-12 19:56:32|0|49|0|0|1|DrGJackBrown||Pkhpk|1102390566||2013-01-19 02:38:37||||58481|517|122|150847
